Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP▼
248,Dante Cunningham\cunnida01,PF,22,POR,63,707,14.3,.517,.009,.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,,0.9,1.0,1.9,.129,,-2.1,0.2,-1.9,0.0
249,JamesOn Curry\curryja01,PG,24,LAC,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.7,-0.2,-6.9,0.0
250,Paul Davis\davispa01,PF,25,WAS,2,8,33.3,.512,.000,.500,0.0,0.0,0.0,73.8,0.0,9.5,0.0,27.6,,0.0,0.0,0.0,.295,,4.5,-9.2,-4.7,0.0
251,Travis Diener\dienetr01,PG,27,TOT,9,51,7.6,.255,.700,.400,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,,0.0,0.1,0.0,.019,,-3.6,-0.3,-3.9,0.0
252,DeSagana Diop\diopde01,C,28,CHA,27,262,7.8,.485,.000,.310,11.2,18.5,15.0,2.9,1.0,4.4,26.7,8.0,,-0.1,0.5,0.4,.072,,-5.0,3.0,-2.0,0.0
253,Mike Dunleavy\dunlemi02,SF,29,IND,67,1486,13.1,.531,.423,.283,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,,0.8,1.5,2.3,.075,,-0.9,-1.0,-1.9,0.0
254,Jeff Foster\fosteje01,C,33,IND,16,255,9.6,.490,.022,.196,14.4,20.3,17.3,12.1,0.6,1.1,21.9,11.1,,0.2,0.3,0.4,.085,,-2.6,1.3,-1.3,0.0
255,Dan Gadzuric\gadzuda01,C,31,MIL,32,314,10.5,.440,.000,.281,13.1,20.5,16.6,6.0,1.5,3.3,13.0,16.6,,-0.1,0.6,0.5,.077,,-4.5,2.2,-2.4,0.0
256,Alonzo Gee\geeal01,SG,22,WAS,11,182,16.2,.564,.153,.492,9.3,11.6,10.4,6.4,2.0,0.4,12.2,20.4,,0.3,0.1,0.4,.108,,0.2,-1.6,-1.4,0.0
257,Trey Gilder\gildetr01,SF,25,MEM,2,5,30.9,1.000,.000,.000,0.0,23.4,11.7,0.0,10.3,0.0,0.0,8.8,,0.0,0.0,0.0,.336,,3.8,3.8,7.6,0.0
258,Drew Gooden\goodedr01,C-PF,28,TOT,70,1755,16.9,.547,.013,.359,13.7,21.9,17.8,4.4,1.2,2.5,13.4,21.0,,2.3,2.2,4.4,.121,,-1.6,-0.3,-1.9,0.0
259,Danny Green\greenda02,SG,22,CLE,20,115,12.3,.480,.564,.154,8.7,8.9,8.8,6.7,2.7,2.0,10.7,18.9,,0.0,0.2,0.2,.083,,-0.6,-0.1,-0.8,0.0
260,Taylor Griffin\griffta01,SF,23,PHO,8,32,5.2,.425,.200,.400,0.0,6.7,3.5,4.3,0.0,4.4,7.8,17.6,,0.0,0.0,0.0,-0.039,,-5.8,-1.4,-7.3,0.0
261,Malik Hairston\hairsma01,SG,22,SAS,47,317,11.6,.555,.145,.395,4.9,13.1,9.1,7.5,0.7,2.0,11.0,14.5,,0.3,0.4,0.7,.107,,-2.3,0.3,-2.0,0.0
262,Jason Hart\hartja01,PG,31,TOT,5,22,8.7,.500,.000,.000,0.0,10.9,5.3,36.4,4.6,3.5,60.0,10.3,,0.0,0.0,0.0,-0.003,,-7.6,0.4,-7.2,0.0
263,Lester Hudson\hudsole01,PG,25,TOT,25,131,13.2,.494,.302,.245,6.4,9.9,8.2,15.7,3.2,1.8,19.3,25.0,,-0.1,0.2,0.1,.029,,-2.4,-0.2,-2.6,0.0
264,Royal Ivey\iveyro01,SG,28,TOT,44,326,11.0,.527,.422,.145,2.1,10.3,6.1,12.4,3.1,0.5,11.1,13.8,,0.2,0.3,0.6,.086,,-1.1,-0.3,-1.4,0.0
265,James Johnson\johnsja01,PF,22,CHI,65,757,10.4,.532,.219,.333,5.1,13.6,9.4,9.8,1.4,4.3,20.5,18.0,,-0.3,1.1,0.8,.054,,-3.8,1.7,-2.1,0.0
266,Dwayne Jones\jonesdw02,PF,26,PHO,2,7,1.4,,,,0.0,30.5,16.1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.045,,-7.4,-0.8,-8.2,0.0
267,Oliver Lafayette\lafayol01,SG,25,BOS,1,22,12.8,.583,.333,.000,5.7,16.3,11.1,14.4,0.0,0.0,14.3,14.9,,0.0,0.0,0.0,.098,,-1.2,-1.6,-2.8,0.0
268,Sean Marks\marksse01,C,34,NOH,14,75,9.0,.490,.000,.625,21.5,14.3,18.0,3.6,0.0,3.0,16.4,7.4,,0.1,0.0,0.2,.104,,-1.4,-0.1,-1.5,0.0
269,Mikki Moore\mooremi01,C,34,GSW,23,406,11.2,.606,.000,.122,7.0,12.0,9.5,12.5,0.6,2.3,18.1,12.2,,0.5,0.1,0.6,.071,,-1.5,-0.4,-1.9,0.0
270,Patrick O'Bryant\obryapa01,C,23,TOR,11,51,9.9,.539,.067,.400,4.8,20.3,12.7,3.0,2.0,6.0,22.1,20.3,,-0.1,0.1,0.0,-0.009,,-6.0,0.8,-5.2,0.0
271,Fabricio Oberto\obertfa01,C,34,WAS,57,650,5.7,.654,.000,.304,5.9,12.8,9.3,11.1,0.9,1.1,36.2,6.9,,0.2,0.4,0.6,.047,,-2.9,0.9,-2.1,0.0
272,A.J. Price\priceaj01,PG,23,IND,56,865,14.0,.530,.492,.212,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,,0.4,0.8,1.2,.065,,0.2,-2.0,-1.8,0.0
273,Ronnie Price\pricero01,PG,26,UTA,60,806,10.3,.476,.260,.244,4.2,6.6,5.4,22.0,2.5,1.3,17.3,18.0,,-0.1,1.0,0.9,.056,,-1.9,-0.2,-2.2,0.0
274,Joel Przybilla\przybjo01,C,30,POR,30,681,11.2,.567,.000,.593,13.0,30.4,21.6,1.7,0.6,5.1,26.5,10.3,,0.3,1.2,1.4,.101,,-4.1,2.2,-1.9,0.0
275,Michael Redd\reddmi01,SG,30,MIL,18,492,12.1,.444,.282,.310,2.4,10.4,6.2,13.0,2.0,0.3,5.8,23.7,,-0.1,0.7,0.6,.059,,-1.6,-0.5,-2.1,0.0
276,Chris Richard\richach01,PF,25,CHI,18,224,6.5,.547,.000,.379,9.6,19.6,14.7,4.4,1.8,1.4,29.3,9.6,,0.0,0.4,0.3,.067,,-4.6,1.8,-2.7,0.0
277,Kareem Rush\rushka01,SG,29,LAC,7,58,4.8,.409,.273,.000,2.0,10.0,6.0,10.0,1.8,3.8,21.4,10.9,,-0.1,0.1,0.0,-0.019,,-6.1,1.7,-4.5,0.0
278,Jason Smith\smithja02,PF,23,PHI,56,658,10.6,.491,.167,.241,9.5,14.7,12.1,7.5,1.7,3.4,15.4,15.8,,0.1,0.6,0.7,.048,,-2.7,0.4,-2.3,0.0
279,Jerry Stackhouse\stackje01,SG,35,MIL,42,855,11.1,.517,.411,.218,2.4,11.3,6.6,13.4,1.3,0.8,16.0,21.9,,-0.3,1.1,0.9,.048,,-1.8,-0.4,-2.2,0.0
280,Sonny Weems\weemsso01,SG,23,TOR,69,1368,12.9,.533,.033,.140,3.7,12.6,8.3,11.6,1.5,1.4,11.8,18.4,,0.8,0.5,1.3,.044,,-1.2,-0.7,-1.9,0.0
281,Mario West\westma02,SG,25,ATL,39,142,9.9,.591,.048,.476,6.5,15.8,11.1,8.8,3.0,0.0,21.6,10.5,,0.1,0.2,0.3,.106,,-2.1,1.3,-0.8,0.0
282,Alexis Ajinca\ajincal01,C,21,CHA,6,30,6.3,.479,.000,.100,4.1,11.8,8.0,0.0,1.8,2.7,16.1,19.3,,-0.1,0.0,0.0,-0.013,,-8.5,-2.0,-10.4,-0.1
283,Jeff Ayres\pendeje02,C,22,POR,39,405,12.1,.705,.000,.308,7.6,22.5,15.0,0.4,0.9,3.2,14.0,10.1,,0.8,0.6,1.3,.156,,-2.5,-0.4,-2.9,-0.1
284,J.J. Barea\bareajo01,PG,25,DAL,78,1546,12.8,.526,.298,.171,1.3,9.5,5.4,26.1,1.2,0.3,15.3,19.9,,1.0,1.2,2.2,.069,,-0.6,-1.8,-2.4,-0.1
285,Earl Barron\barroea01,C,28,NYK,7,232,14.7,.508,.000,.426,14.9,22.9,18.9,5.2,0.9,1.3,12.0,17.9,,0.3,0.2,0.4,.091,,-2.5,-1.4,-3.8,-0.1
286,Marco Belinelli\belinma01,SG,23,TOR,66,1121,12.6,.543,.417,.319,1.5,8.3,5.0,11.8,1.9,0.3,12.2,20.1,,0.9,0.2,1.2,.049,,0.4,-2.6,-2.2,-0.1
287,Brian Cardinal\cardibr01,PF,32,MIN,29,267,6.9,.546,.250,.500,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,,0.3,0.1,0.4,.071,,-2.5,-0.4,-2.9,-0.1
288,Rodney Carney\carnero01,SG,25,PHI,68,857,12.7,.515,.479,.223,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,,0.9,0.6,1.5,.082,,-0.8,-1.9,-2.7,-0.1
289,Matt Carroll\carroma01,SG,29,DAL,25,121,7.1,.437,.380,.120,3.8,7.5,5.7,7.7,2.1,0.0,11.7,22.7,,-0.2,0.1,-0.1,-0.029,,-4.1,-2.5,-6.6,-0.1
290,Omri Casspi\casspom01,SF,21,SAC,77,1931,13.0,.529,.302,.259,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,,1.1,1.4,2.5,.063,,-1.0,-1.1,-2.1,-0.1
291,Jarron Collins\collija03,C,31,PHO,34,261,3.7,.405,.000,.806,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,,-0.1,0.1,0.1,.010,,-3.9,-0.3,-4.2,-0.1
292,Jason Collins\collija04,C,31,ATL,24,115,0.9,.335,.043,.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,,-0.2,0.1,-0.1,-0.044,,-6.7,0.0,-6.7,-0.1
293,Will Conroy\conrowi01,PG,27,HOU,5,36,-2.4,.276,.300,.200,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,,-0.2,0.0,-0.1,-0.192,,-10.2,-3.8,-14.0,-0.1
294,Marquis Daniels\daniema01,SF,29,BOS,51,937,9.6,.526,.112,.225,3.6,8.7,6.2,11.1,1.5,0.5,13.3,15.8,,0.2,1.0,1.3,.064,,-2.5,-0.1,-2.5,-0.1
295,Yakhouba Diawara\diawaya01,SG,27,MIA,6,44,-3.7,.250,.600,.000,2.7,8.0,5.3,9.7,1.2,0.0,23.1,13.9,,-0.2,0.0,-0.1,-0.124,,-8.0,-0.9,-8.9,-0.1
296,Joey Dorsey\dorsejo01,PF,26,TOT,15,106,9.8,.455,.000,.600,16.8,29.9,23.2,2.8,1.4,1.4,19.2,13.1,,0.0,0.1,0.1,.062,,-5.7,-1.7,-7.4,-0.1
297,Francisco Elson\elsonfr01,C,33,TOT,12,66,5.5,.349,.000,.333,10.0,14.5,12.1,4.3,0.8,0.0,5.5,12.5,,0.0,0.1,0.0,.022,,-6.0,-0.8,-6.8,-0.1
298,Kyrylo Fesenko\fesenky01,C,23,UTA,49,408,9.7,.533,.011,.600,9.8,16.1,13.1,5.3,0.8,3.7,16.7,15.8,,0.1,0.5,0.6,.070,,-3.6,0.6,-2.9,-0.1
299,Michael Finley\finlemi01,SF,36,TOT,46,709,9.0,.530,.446,.082,1.0,10.7,6.0,9.2,0.7,0.6,9.9,13.8,,0.3,0.7,1.0,.066,,-1.9,-0.7,-2.6,-0.1
300,Ben Gordon\gordobe01,SG,26,DET,62,1730,14.0,.534,.335,.329,1.7,7.0,4.2,16.7,1.5,0.3,12.9,24.5,,1.8,0.4,2.1,.059,,1.0,-3.1,-2.1,-0.1
301,Marcus Haislip\haislma01,SF,29,SAS,10,44,15.4,.539,.238,.238,10.9,15.7,13.3,0.0,0.0,3.3,11.5,27.3,,0.0,0.1,0.1,.065,,-4.2,-6.3,-10.5,-0.1
302,Mike Harris\harrimi01,PF,26,TOT,13,96,7.2,.416,.033,.367,11.5,17.3,14.3,4.8,2.7,0.8,20.5,20.2,,-0.2,0.1,-0.1,-0.037,,-6.9,-0.6,-7.5,-0.1
303,Larry Hughes\hughela01,SG,31,TOT,45,1115,12.0,.472,.360,.293,2.4,12.4,7.3,18.9,2.4,1.0,14.7,20.9,,-0.3,1.0,0.7,.030,,-2.0,-0.2,-2.2,-0.1
304,Othello Hunter\hunteot01,SF,23,ATL,7,33,7.9,.400,.000,.333,21.0,21.4,21.2,0.0,0.0,2.3,17.9,23.4,,-0.1,0.0,0.0,-0.031,,-9.2,-7.2,-16.5,-0.1
305,Serge Ibaka\ibakase01,PF,20,OKC,73,1323,15.2,.562,.005,.249,12.3,21.9,17.2,1.2,1.0,5.5,14.2,16.2,,1.3,2.4,3.7,.134,,-3.1,0.8,-2.4,-0.1
306,Didier Ilunga-Mbenga\mbengdj01,C,29,LAL,49,355,11.6,.471,.000,.184,10.2,17.2,13.7,3.4,0.7,6.2,11.9,16.0,,0.0,0.6,0.6,.084,,-5.1,1.7,-3.4,-0.1
307,Cedric Jackson\jacksce01,PG,23,TOT,12,74,5.5,.396,.300,.600,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,,-0.3,0.1,-0.2,-0.111,,-7.1,-0.4,-7.5,-0.1
308,Mike James\jamesmi01,PG,34,WAS,4,46,5.5,.383,.300,.400,2.5,5.1,3.8,17.3,3.4,0.0,17.5,28.1,,-0.2,0.0,-0.1,-0.140,,-5.9,-2.5,-8.5,-0.1
309,Othyus Jeffers\jeffeot01,SG,24,UTA,14,73,13.6,.495,.000,.655,13.3,17.4,15.4,2.1,2.8,0.0,13.8,26.7,,0.0,0.1,0.1,.067,,-5.0,-3.5,-8.5,-0.1
310,Coby Karl\karlco01,SF-SG,26,TOT,7,113,5.1,.404,.344,.188,3.9,14.0,8.9,17.9,1.3,0.6,22.4,17.0,,-0.2,0.0,-0.2,-0.076,,-5.5,-1.6,-7.1,-0.1
311,Acie Law\lawac01,PG,25,TOT,26,234,16.0,.585,.213,.653,1.4,6.6,4.1,17.5,2.3,0.4,15.0,21.7,,0.3,0.2,0.6,.115,,-0.7,-2.5,-3.2,-0.1
312,Shaun Livingston\livinsh01,PG,24,TOT,36,796,12.8,.563,.030,.239,2.3,9.0,5.6,26.3,1.1,1.1,20.7,15.9,,0.7,0.5,1.2,.070,,-1.5,-1.2,-2.7,-0.1
313,Ian Mahinmi\mahinia01,C,23,SAS,26,165,21.6,.667,.000,.855,9.4,27.2,18.5,2.1,1.0,3.5,16.5,25.2,,0.4,0.3,0.7,.206,,-2.3,-1.6,-3.9,-0.1
314,Desmond Mason\masonde01,SF,32,SAC,5,66,6.2,.472,.000,.333,6.9,15.8,11.3,4.2,0.8,1.1,22.5,11.9,,0.0,0.0,0.0,-0.007,,-5.8,-0.6,-6.5,-0.1
315,Pops Mensah-Bonsu\mensapo01,PF,26,TOT,20,120,11.4,.448,.000,.727,16.1,18.3,17.2,3.6,1.7,5.7,18.7,20.3,,-0.1,0.1,0.0,.006,,-5.0,0.2,-4.8,-0.1
316,Patty Mills\millspa02,PG,21,POR,10,38,11.9,.480,.167,.292,3.2,3.3,3.3,27.1,0.0,0.0,12.9,38.9,,0.0,0.0,0.0,-0.036,,-1.8,-6.7,-8.5,-0.1
317,Randolph Morris\morrira01,PF,24,ATL,28,124,14.6,.586,.000,.659,9.3,26.6,17.9,2.6,2.1,1.8,18.5,24.1,,0.1,0.2,0.3,.108,,-4.5,-2.1,-6.6,-0.1
318,Byron Mullens\mulleby01,PF,20,OKC,13,54,0.7,.368,.000,.000,6.6,14.5,10.6,2.9,1.9,0.0,17.4,19.1,,-0.2,0.1,-0.1,-0.077,,-8.9,-1.6,-10.5,-0.1
319,Kevin Ollie\ollieke01,PG,37,OKC,25,263,7.0,.453,.022,.178,1.3,9.3,5.5,10.8,1.8,0.0,11.0,9.3,,0.0,0.3,0.3,.059,,-4.0,0.4,-3.5,-0.1
320,Travis Outlaw\outlatr01,SF,25,TOT,34,730,13.3,.503,.374,.210,5.3,14.3,9.8,7.6,1.3,1.8,9.4,21.4,,0.4,0.6,0.9,.062,,-1.2,-1.4,-2.5,-0.1
321,Johan Petro\petrojo01,C,24,DEN,36,436,10.7,.553,.010,.208,8.5,25.4,17.1,4.8,1.2,2.2,17.3,13.6,,0.2,0.6,0.8,.089,,-3.5,0.5,-2.9,-0.1
322,Shavlik Randolph\randosh01,PF,26,TOT,6,53,6.2,.371,.000,.111,15.6,15.6,15.6,3.2,1.0,1.5,13.7,19.5,,-0.1,0.1,0.0,-0.013,,-7.6,-3.8,-11.3,-0.1
323,Garrett Temple\templga01,SG,23,TOT,27,334,10.5,.553,.366,.495,2.1,8.8,5.4,9.6,2.0,1.3,18.0,20.3,,0.0,0.4,0.4,.057,,-2.3,-0.6,-2.9,-0.1
324,Alando Tucker\tuckeal02,SF,25,TOT,15,96,13.4,.529,.179,.538,7.4,4.6,5.9,6.4,0.0,0.0,9.4,24.4,,0.1,0.0,0.1,.061,,-1.3,-5.4,-6.8,-0.1
325,Roko Ukic\ukicro01,PG,25,MIL,13,97,12.2,.574,.400,.367,0.0,3.7,1.8,20.0,0.5,0.0,14.7,19.1,,0.1,0.1,0.2,.101,,-1.5,-4.2,-5.7,-0.1
326,Luke Walton\waltolu01,SF,29,LAL,29,272,9.7,.402,.202,.048,5.0,10.6,7.8,21.5,1.9,0.3,12.3,16.1,,-0.1,0.4,0.3,.047,,-3.2,-0.2,-3.4,-0.1
327,Mike Wilks\wilksmi01,PG,30,OKC,4,59,5.9,.581,.250,.333,2.0,5.7,3.9,10.1,0.0,0.0,22.5,13.5,,0.0,0.0,0.0,.023,,-3.6,-2.6,-6.2,-0.1
328,Hilton Armstrong\armsthi01,PF-C,25,TOT,33,335,6.9,.381,.013,.405,9.2,19.2,14.1,8.8,2.3,2.7,19.1,15.5,,-0.5,0.4,-0.1,-0.017,,-6.1,2.0,-4.0,-0.2
329,D.J. Augustin\augusdj01,PG,22,CHA,80,1472,11.2,.516,.409,.301,0.9,6.9,4.0,21.7,1.6,0.3,13.1,17.9,,1.1,1.7,2.8,.092,,-0.9,-1.6,-2.6,-0.2
330,Tony Battie\battito01,C,33,NJN,15,134,6.1,.405,.100,.250,3.3,17.1,9.9,3.7,1.6,1.1,6.3,16.2,,-0.1,0.1,0.0,-0.014,,-6.7,-1.8,-8.4,-0.2
331,Jerryd Bayless\bayleje01,SG,21,POR,74,1304,14.3,.534,.190,.501,1.7,9.8,5.7,22.1,1.1,0.3,13.8,24.9,,1.7,1.0,2.7,.098,,-0.3,-2.2,-2.5,-0.2
332,Jonathan Bender\bendejo01,SF,29,NYK,25,292,10.8,.529,.390,.260,5.7,14.7,10.1,8.4,0.3,4.3,20.1,21.6,,-0.2,0.2,0.0,-0.001,,-4.1,-1.2,-5.4,-0.2
333,Primoz Brezec\brezepr01,C,30,TOT,21,95,4.9,.332,.000,.231,14.2,16.3,15.2,1.6,0.6,2.5,6.5,14.6,,-0.1,0.1,0.0,-0.007,,-7.2,-2.4,-9.5,-0.2
334,Will Bynum\bynumwi01,PG,27,DET,63,1667,13.8,.513,.103,.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,,1.3,0.6,1.9,.054,,-0.6,-2.0,-2.5,-0.2
335,Brian Cook\cookbr01,PF,29,HOU,15,44,2.4,.403,.391,.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,,-0.2,0.0,-0.2,-0.191,,-11.4,-4.4,-15.8,-0.2
336,Glen Davis\davisgl01,PF,24,BOS,54,933,11.5,.500,.014,.495,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,,0.5,1.2,1.6,.084,,-2.5,-0.5,-3.0,-0.2
337,Austin Daye\dayeau01,SF,21,DET,69,915,12.8,.546,.322,.190,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,,0.6,0.7,1.3,.067,,-1.9,-0.8,-2.7,-0.2
338,Reggie Evans\evansre01,PF,29,TOR,28,311,11.4,.498,.000,.870,11.7,27.7,19.9,3.7,2.3,1.0,18.7,17.2,,-0.1,0.3,0.2,.033,,-4.1,-0.8,-4.9,-0.2
339,Randy Foye\foyera01,PG,26,WAS,70,1667,13.2,.516,.294,.234,1.1,8.0,4.5,22.6,1.0,0.5,12.1,21.1,,1.6,0.7,2.2,.064,,0.1,-2.6,-2.5,-0.2
340,J.R. Giddens\giddejr01,SF,24,TOT,32,239,9.2,.492,.167,.383,7.7,17.2,12.5,8.2,1.9,0.6,19.5,16.7,,-0.1,0.3,0.1,.021,,-4.4,-0.2,-4.7,-0.2
341,Donte Greene\greendo01,SF,21,SAC,76,1630,11.6,.526,.331,.253,3.7,12.9,8.2,6.8,1.3,2.4,13.1,19.2,,0.3,1.2,1.5,.044,,-1.8,-0.6,-2.4,-0.2
342,Hamed Haddadi\haddaha01,C,24,MEM,36,240,7.2,.441,.048,.306,12.6,23.9,18.2,5.9,0.2,4.4,22.1,16.5,,-0.2,0.2,0.0,-0.002,,-5.7,0.1,-5.6,-0.2
343,Richard Hamilton\hamilri01,SG,31,DET,46,1552,14.9,.505,.192,.336,2.2,7.7,4.8,23.5,1.0,0.2,12.3,27.9,,1.2,0.1,1.4,.043,,0.9,-3.4,-2.5,-0.2
344,Jarvis Hayes\hayesja01,SF,28,NJN,45,1033,9.7,.521,.546,.055,1.0,11.5,6.0,6.7,1.5,0.6,7.7,16.2,,0.3,0.5,0.8,.038,,-1.1,-1.8,-2.9,-0.2
345,Gerald Henderson\hendege02,SG,22,CHA,43,355,9.7,.453,.183,.452,5.2,13.3,9.3,6.0,1.5,2.1,10.1,18.2,,-0.1,0.5,0.4,.056,,-4.7,-0.1,-4.7,-0.2
346,J.J. Hickson\hicksjj01,PF,21,CLE,81,1691,15.2,.580,.002,.312,8.2,19.5,14.1,3.9,1.1,1.8,13.4,18.9,,1.8,2.5,4.3,.123,,-2.3,-0.3,-2.6,-0.2
347,Jordan Hill\hilljo01,PF,22,TOT,47,624,15.0,.528,.010,.338,13.5,18.7,16.0,5.2,1.1,2.5,11.5,18.7,,0.8,0.6,1.4,.105,,-2.3,-0.8,-3.1,-0.2
348,Chris Hunter\huntech01,C,25,GSW,60,783,12.2,.546,.018,.318,7.9,16.0,11.9,6.7,0.8,3.2,10.8,15.2,,0.9,0.4,1.3,.080,,-2.5,-0.6,-3.1,-0.2
349,Lindsey Hunter\hunteli01,PG,39,CHI,13,122,-2.2,.210,.433,.067,0.9,11.7,6.4,10.1,0.4,0.0,11.5,12.8,,-0.4,0.1,-0.3,-0.117,,-8.7,-1.4,-10.1,-0.2
350,Darnell Jackson\jacksda01,PF,24,TOT,28,123,-0.1,.352,.133,.200,9.0,12.0,10.6,4.6,0.9,2.5,28.5,17.2,,-0.4,0.2,-0.3,-0.104,,-9.2,-0.1,-9.3,-0.2
351,Nathan Jawai\jawaina01,C,23,MIN,39,412,11.0,.485,.009,.342,13.1,15.2,14.1,8.7,1.2,1.6,17.5,16.3,,0.0,0.2,0.3,.031,,-3.0,-0.5,-3.5,-0.2
352,Solomon Jones\jonesso01,C,25,IND,52,675,9.9,.499,.017,.403,8.2,15.1,11.6,7.3,1.0,3.9,16.2,16.1,,0.0,0.8,0.8,.058,,-4.5,1.4,-3.1,-0.2
353,Kosta Koufos\koufoko01,C,20,UTA,36,172,7.7,.494,.000,.319,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,,-0.2,0.2,0.0,.014,,-5.7,-0.9,-6.6,-0.2
354,Jason Maxiell\maxieja01,C,26,DET,76,1550,14.0,.531,.002,.373,11.8,20.0,15.7,4.1,1.3,2.1,12.3,16.4,,1.5,1.1,2.6,.081,,-1.8,-0.6,-2.4,-0.2
355,Sean May\mayse01,C,25,SAC,37,331,11.7,.492,.036,.288,6.8,17.5,12.1,8.1,1.9,1.5,13.2,19.3,,0.0,0.3,0.3,.044,,-3.8,-0.5,-4.3,-0.2
356,Tracy McGrady\mcgratr01,SG,30,TOT,30,673,12.2,.466,.272,.268,3.7,12.4,7.9,22.6,1.1,1.5,14.3,20.6,,0.0,0.3,0.3,.018,,-2.2,-1.2,-3.3,-0.2
357,Morris Peterson\petermo01,SG,32,NOH,46,973,9.3,.503,.568,.179,2.0,13.4,7.6,6.2,1.3,0.4,7.7,16.5,,0.3,0.5,0.8,.039,,-1.2,-1.6,-2.8,-0.2
358,Chris Quinn\quinnch01,PG,26,NJN,25,223,9.3,.477,.571,.107,0.5,8.1,4.1,20.9,2.1,0.3,14.6,14.1,,0.0,0.1,0.1,.025,,-2.6,-2.6,-5.2,-0.2
359,Brian Scalabrine\scalabr01,PF,31,BOS,52,472,3.6,.445,.576,.071,2.4,9.9,6.2,8.1,1.0,0.7,16.2,10.4,,-0.3,0.5,0.2,.019,,-4.0,-0.1,-4.0,-0.2
360,Bobby Simmons\simmobo01,PF,29,NJN,23,395,8.0,.485,.538,.171,3.1,15.9,9.2,6.3,2.0,0.6,13.1,16.8,,-0.2,0.3,0.1,.014,,-3.0,-1.3,-4.2,-0.2
361,Ime Udoka\udokaim01,SG,32,SAC,69,944,9.6,.470,.378,.237,6.1,17.2,11.6,8.8,1.8,0.5,13.6,14.4,,0.0,0.8,0.8,.041,,-2.5,-0.2,-2.7,-0.2
362,Julian Wright\wrighju01,SF,22,NOH,68,871,11.8,.518,.026,.177,7.7,11.8,9.7,7.0,1.7,1.6,15.0,15.4,,0.2,0.6,0.8,.044,,-3.0,0.2,-2.8,-0.2
363,Malik Allen\allenma01,PF,31,DEN,51,456,5.9,.431,.052,.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,,-0.3,0.3,0.1,.009,,-4.2,-0.8,-5.0,-0.3
364,Darrell Arthur\arthuda01,PF,21,MEM,32,457,10.5,.449,.007,.205,9.4,18.7,14.0,4.9,1.6,2.3,12.1,17.4,,-0.1,0.4,0.3,.031,,-3.9,-0.4,-4.3,-0.3
365,Devin Brown\brownde02,SG,31,TOT,50,1060,10.0,.500,.454,.238,3.2,10.6,6.8,9.1,1.6,0.4,13.5,19.8,,-0.2,0.6,0.4,.017,,-1.6,-1.4,-3.0,-0.3
366,Eddy Curry\curryed01,C,27,NYK,7,62,-1.9,.456,.000,.810,7.2,16.8,11.9,0.0,0.0,1.2,31.3,30.2,,-0.4,0.0,-0.3,-0.258,,-15.7,-7.3,-23.0,-0.3
367,DeMar DeRozan\derozde01,SG,20,TOR,77,1664,12.5,.554,.031,.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,,2.0,0.3,2.3,.066,,-0.9,-1.9,-2.8,-0.3
368,Joey Graham\grahajo01,SF,27,DEN,63,759,10.6,.568,.064,.361,6.0,12.7,9.3,4.5,1.5,0.7,15.5,16.2,,0.5,0.6,1.1,.072,,-2.5,-1.1,-3.6,-0.3
369,Stephen Graham\grahast01,SG,27,CHA,70,804,11.2,.551,.208,.271,3.7,16.3,10.1,5.0,1.3,1.0,11.8,17.6,,0.4,1.2,1.6,.094,,-3.1,-0.6,-3.7,-0.3
370,Tyler Hansbrough\hansbty01,PF,24,IND,29,511,14.6,.448,.018,.502,12.7,16.8,14.7,9.0,1.6,1.1,7.1,25.5,,0.1,0.6,0.7,.070,,-3.0,-1.2,-4.2,-0.3
371,Udonis Haslem\hasleud01,PF,29,MIA,78,2177,14.6,.538,.000,.305,9.1,24.8,17.0,3.9,0.7,0.9,9.5,17.1,,2.8,3.2,6.0,.132,,-2.3,-0.3,-2.6,-0.3
372,Josh Howard\howarjo01,SF,29,TOT,35,918,12.7,.496,.222,.358,3.8,11.8,7.8,8.5,1.5,0.9,9.3,24.8,,0.2,0.9,1.0,.054,,-1.8,-1.5,-3.3,-0.3
