Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP▼
122,Al Jefferson\jeffeal01,C,25,MIN,76,2463,19.0,.524,.004,.236,8.0,24.2,16.0,10.0,1.3,3.0,9.9,24.3,,2.3,2.3,4.6,.090,,-0.9,0.5,-0.4,1.0
123,Jared Jeffries\jeffrja01,PF-SF,28,TOT,70,1794,9.8,.507,.226,.382,8.1,10.3,9.1,8.0,1.8,2.9,17.2,11.1,,0.9,1.3,2.2,.058,,-1.8,2.1,0.3,1.0
124,Jonas Jerebko\jerebjo01,PF,22,DET,80,2232,13.9,.545,.191,.292,9.9,16.5,13.0,4.2,1.9,1.1,10.8,15.7,,2.9,1.5,4.4,.095,,0.1,-0.3,-0.2,1.0
125,Jermaine O'Neal\onealje01,C,31,MIA,70,1991,17.9,.563,.003,.302,7.4,21.2,14.3,8.4,0.7,3.9,12.9,22.9,,2.4,3.2,5.6,.135,,-1.4,1.5,0.0,1.0
126,Rasheed Wallace\wallara01,C,35,BOS,79,1780,13.1,.504,.446,.192,3.0,19.0,11.2,7.3,2.4,3.1,8.2,20.2,,0.2,3.4,3.6,.096,,-1.4,1.7,0.3,1.0
127,Samuel Dalembert\dalemsa01,C,28,PHI,82,2124,16.8,.573,.000,.254,13.1,30.7,21.8,4.7,1.0,5.6,17.5,15.1,,2.3,3.0,5.2,.118,,-2.3,1.9,-0.4,0.9
128,Erick Dampier\dampier01,C,34,DAL,55,1280,14.0,.637,.014,.474,11.6,24.1,17.9,3.5,0.6,4.5,19.2,11.4,,1.8,2.0,3.7,.140,,-1.7,2.4,0.7,0.9
129,Goran Dragic\dragigo01,PG,23,PHO,80,1442,14.8,.566,.383,.324,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,,2.0,0.8,2.8,.094,,1.6,-1.2,0.4,0.9
130,Eric Gordon\gordoer01,SG,21,LAC,62,2229,14.1,.571,.409,.381,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,,2.3,0.9,3.2,.069,,1.3,-1.7,-0.5,0.9
131,Antawn Jamison\jamisan01,PF,33,TOT,66,2406,17.3,.529,.238,.290,6.6,20.1,13.4,6.1,1.5,0.7,7.2,23.9,,3.0,2.8,5.8,.115,,0.6,-1.1,-0.5,0.9
132,Wesley Matthews\matthwe02,SG,23,UTA,82,2025,12.3,.592,.292,.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,,2.6,1.9,4.6,.108,,0.3,-0.5,-0.2,0.9
133,J.R. Smith\smithjr01,SG,24,DEN,75,2082,15.0,.515,.452,.195,1.6,11.3,6.5,15.0,2.4,0.7,11.0,26.9,,0.6,2.1,2.7,.062,,1.1,-1.4,-0.3,0.9
134,Martell Webster\webstma02,SF,23,POR,82,2005,12.5,.543,.520,.243,2.9,13.7,8.3,5.0,1.2,1.6,7.8,18.2,,2.4,2.0,4.4,.105,,0.5,-0.7,-0.2,0.9
135,Ryan Anderson\anderry01,PF,21,ORL,63,911,18.1,.574,.544,.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,,1.7,1.4,3.1,.161,,2.3,-1.0,1.3,0.8
136,Joel Anthony\anthojo01,C,27,MIA,80,1322,10.2,.546,.000,.579,11.0,11.1,11.1,1.3,0.8,6.7,18.4,8.7,,1.0,2.0,3.1,.111,,-3.1,3.5,0.4,0.8
137,Andrea Bargnani\bargnan01,PF,24,TOR,80,2799,15.5,.552,.284,.205,4.6,15.9,10.4,5.4,0.5,3.0,8.8,22.3,,3.3,0.9,4.2,.072,,0.7,-1.5,-0.8,0.8
138,Keith Bogans\boganke01,SF,29,SAS,79,1559,7.7,.542,.658,.168,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11.0,,0.7,1.9,2.6,.081,,-1.0,1.1,0.1,0.8
139,Mike Conley\conlemi01,PG,22,MEM,80,2569,13.9,.526,.255,.225,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,,2.6,1.3,4.0,.074,,0.7,-1.4,-0.7,0.8
140,Taj Gibson\gibsota01,PF,24,CHI,82,2204,13.8,.521,.000,.278,11.6,19.2,15.4,5.0,1.2,3.6,13.9,16.7,,1.2,3.5,4.7,.103,,-2.3,1.8,-0.6,0.8
141,Devin Harris\harride01,PG,26,NJN,64,2221,16.2,.512,.245,.437,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,,1.5,1.2,2.7,.057,,1.5,-2.0,-0.5,0.8
142,Spencer Hawes\hawessp01,C,21,SAC,72,1904,13.8,.507,.131,.159,8.6,17.7,13.1,13.2,0.9,3.2,15.5,19.6,,0.5,1.6,2.1,.054,,-1.4,1.1,-0.3,0.8
143,Carl Landry\landrca01,PF,26,TOT,80,2469,19.0,.600,.003,.459,8.5,13.4,10.9,4.6,1.1,1.9,10.8,22.5,,5.8,1.9,7.7,.150,,0.4,-1.1,-0.7,0.8
144,Greg Oden\odengr01,C,22,POR,21,502,23.1,.647,.000,.421,15.6,28.3,21.9,6.7,0.9,7.7,17.8,20.7,,1.3,1.0,2.2,.214,,0.6,3.6,4.1,0.8
145,Marcus Thornton\thornma01,SG,22,NOH,73,1872,17.4,.550,.354,.200,4.4,8.9,6.6,10.3,1.6,0.4,7.3,25.3,,3.1,0.9,4.0,.103,,2.3,-2.7,-0.4,0.8
146,Lou Amundson\amundlo01,PF,27,PHO,79,1168,14.4,.562,.004,.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,,1.5,1.3,2.9,.118,,-1.0,1.4,0.4,0.7
147,Mario Chalmers\chalmma01,PG,23,MIA,73,1807,10.7,.519,.520,.242,1.6,7.1,4.4,21.0,2.7,0.5,19.7,16.3,,0.3,2.4,2.7,.072,,-0.7,0.3,-0.4,0.7
148,Derek Fisher\fishede01,PG,35,LAL,82,2227,9.3,.499,.401,.237,1.3,7.2,4.3,12.9,2.1,0.3,11.2,14.0,,1.2,2.7,3.9,.085,,-1.2,0.4,-0.8,0.7
149,Ty Lawson\lawsoty01,PG,22,DEN,65,1318,16.4,.600,.213,.359,3.7,7.1,5.4,24.2,1.8,0.1,15.4,18.0,,2.9,0.9,3.7,.135,,1.8,-1.8,0.0,0.7
150,Courtney Lee\leeco01,SG,24,NJN,71,2375,12.8,.525,.290,.197,2.8,9.7,6.1,9.0,2.1,0.6,8.3,17.7,,1.8,1.3,3.1,.063,,-0.2,-0.6,-0.8,0.7
151,Antonio McDyess\mcdyean01,PF,35,SAS,77,1617,12.2,.492,.005,.133,11.0,21.8,16.5,7.7,1.4,1.4,14.8,15.1,,0.6,2.6,3.2,.094,,-2.5,2.1,-0.4,0.7
152,Jamario Moon\moonja01,SF,29,CLE,61,1052,12.6,.555,.405,.182,3.1,17.8,10.8,6.9,1.7,2.2,7.9,12.8,,1.2,1.7,2.9,.131,,-1.1,1.6,0.6,0.7
153,Anthony Morrow\morroan01,SG,24,GSW,69,2018,14.0,.597,.437,.162,3.3,11.1,7.1,7.6,1.5,0.6,10.0,17.8,,3.0,0.6,3.5,.084,,1.4,-1.9,-0.5,0.7
154,Emeka Okafor\okafoem01,C,27,NOH,82,2370,16.5,.547,.000,.418,12.2,24.7,18.4,3.5,1.2,4.1,12.5,17.1,,2.6,2.8,5.5,.111,,-2.1,1.2,-0.9,0.7
155,Rodney Stuckey\stuckro01,PG,23,DET,73,2499,15.6,.479,.071,.324,3.1,11.1,6.8,24.7,2.2,0.4,11.4,26.4,,1.4,1.3,2.7,.052,,0.2,-1.0,-0.8,0.7
156,Jason Thompson\thompja02,C,23,SAC,75,2357,14.6,.518,.013,.353,10.8,20.3,15.5,8.3,0.9,2.3,13.3,19.6,,1.9,2.0,4.0,.081,,-1.4,0.5,-0.9,0.7
157,C.J. Watson\watsocj01,PG,25,GSW,65,1788,13.8,.555,.275,.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,,2.2,0.9,3.1,.082,,0.2,-0.7,-0.4,0.7
158,Jason Williams\willija02,PG,34,ORL,82,1703,12.9,.555,.519,.096,0.5,7.8,4.3,26.9,1.6,0.1,16.4,14.5,,2.5,2.0,4.5,.127,,0.5,-0.8,-0.3,0.7
159,Tony Allen\allento01,SG,28,BOS,54,889,14.2,.540,.020,.470,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,,0.2,1.6,1.9,.100,,-1.8,2.6,0.8,0.6
160,Rodrigue Beaubois\beaubro01,PG,21,DAL,56,700,18.5,.617,.368,.174,2.0,10.7,6.4,18.6,2.1,1.3,14.4,24.7,,1.1,0.8,2.0,.134,,2.4,-1.1,1.3,0.6
161,Jose Calderon\caldejo01,PG,28,TOR,68,1817,16.5,.569,.301,.183,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,,4.2,0.0,4.2,.111,,2.7,-3.4,-0.6,0.6
162,Kyle Korver\korveky01,SG,28,UTA,52,952,13.9,.620,.393,.175,1.3,12.2,6.9,13.9,1.4,1.0,12.2,16.2,,1.6,1.0,2.6,.130,,0.9,-0.5,0.4,0.6
163,Brad Miller\millebr01,C,33,CHI,82,1950,12.9,.530,.227,.379,4.8,17.8,11.4,12.2,1.2,1.1,13.6,18.1,,1.5,2.5,4.0,.098,,-1.3,0.5,-0.8,0.6
164,James Posey\poseyja01,SF,33,NOH,77,1731,8.7,.525,.701,.232,2.1,20.5,11.2,9.3,1.3,0.8,11.8,11.4,,1.0,1.4,2.4,.067,,-1.3,0.6,-0.7,0.6
165,Nate Robinson\robinna01,PG,25,TOT,56,1115,16.3,.543,.452,.136,2.9,8.6,5.8,24.9,2.3,0.3,12.3,24.4,,1.4,0.8,2.2,.095,,2.3,-2.2,0.1,0.6
166,Tyrus Thomas\thomaty01,PF-C,23,TOT,54,1220,16.8,.511,.007,.417,7.8,23.6,15.9,7.8,2.7,5.5,15.6,22.1,,-0.3,2.9,2.6,.103,,-3.9,4.0,0.1,0.6
167,Anthony Tolliver\tollian01,PF,24,TOT,46,1427,13.6,.531,.339,.298,6.5,18.7,12.5,8.6,1.1,1.7,8.3,16.6,,1.7,0.8,2.5,.084,,0.0,-0.5,-0.5,0.6
168,Delonte West\westde01,SG,26,CLE,60,1500,13.8,.530,.177,.326,2.4,10.6,6.7,20.0,1.9,1.4,15.3,18.3,,1.3,2.0,3.3,.106,,-1.1,0.8,-0.3,0.6
169,Andris Biedrins\biedran01,C,23,GSW,33,763,13.0,.561,.000,.182,9.1,29.0,18.9,10.1,1.3,4.1,17.8,10.1,,0.7,0.9,1.6,.101,,-2.3,3.0,0.7,0.5
170,Elton Brand\brandel01,PF,30,PHI,76,2297,15.7,.518,.001,.272,9.0,14.7,11.8,7.9,1.9,2.7,12.0,21.7,,1.6,1.9,3.5,.073,,-1.2,0.2,-1.1,0.5
171,Corey Maggette\maggeco01,PF,30,GSW,70,2081,20.3,.615,.056,.622,4.9,15.2,10.0,13.2,1.2,0.1,13.0,26.7,,5.6,0.7,6.3,.144,,1.6,-2.6,-1.0,0.5
172,Kevin Martin\martike02,SG,26,TOT,46,1633,17.0,.561,.303,.491,2.0,9.7,5.8,11.2,1.4,0.3,9.8,25.3,,3.2,1.0,4.2,.123,,1.5,-2.3,-0.7,0.5
173,Shaquille O'Neal*\onealsh01,C,37,CLE,53,1240,17.9,.565,.002,.488,9.4,24.0,17.0,11.3,0.6,3.9,15.7,25.1,,0.9,2.1,3.1,.119,,-1.9,1.4,-0.5,0.5
174,Craig Smith\smithcr01,PF,26,LAC,75,1232,16.9,.599,.013,.524,9.1,18.0,13.5,11.8,1.4,1.5,15.3,21.2,,2.0,1.0,3.0,.117,,-0.2,-0.3,-0.5,0.5
175,Peja Stojakovic\stojape01,SF,32,NOH,62,1947,12.4,.533,.512,.156,2.3,11.5,6.8,7.2,1.3,0.2,7.1,18.6,,1.9,0.9,2.7,.067,,0.7,-1.6,-1.0,0.5
176,Ronny Turiaf\turiaro01,C,27,GSW,42,872,12.6,.574,.007,.534,6.8,17.7,12.2,13.8,1.3,4.4,21.4,11.3,,0.8,0.7,1.4,.078,,-2.1,2.5,0.4,0.5
177,Maurice Evans\evansma01,SF,31,ATL,79,1317,12.2,.539,.430,.155,5.2,8.5,6.8,5.5,1.4,1.0,4.5,15.4,,2.1,1.1,3.1,.114,,0.7,-1.4,-0.7,0.4
178,Daniel Gibson\gibsoda01,PG,23,CLE,56,1068,11.3,.613,.556,.183,1.5,6.4,4.1,9.8,1.2,0.5,11.1,14.2,,1.6,1.0,2.6,.117,,0.8,-1.2,-0.4,0.4
179,Marcin Gortat\gortama01,C,25,ORL,81,1088,13.9,.563,.013,.330,11.5,24.3,18.1,2.4,0.8,4.8,15.0,13.0,,1.2,2.2,3.4,.151,,-3.0,2.5,-0.5,0.4
180,Josh McRoberts\mcrobjo01,C,22,IND,42,524,14.8,.550,.158,.260,8.3,18.2,13.2,13.5,1.6,2.2,10.5,15.3,,0.8,0.7,1.5,.134,,-0.7,1.4,0.7,0.4
181,Brandon Rush\rushbr01,SG,24,IND,82,2491,9.6,.522,.430,.127,1.8,13.5,7.6,6.9,1.1,1.9,11.1,14.8,,0.0,2.5,2.5,.047,,-2.1,0.7,-1.3,0.4
182,Hasheem Thabeet\thabeha01,C,22,MEM,68,883,12.9,.605,.000,.710,11.2,20.9,16.1,1.7,0.9,7.7,20.0,10.7,,0.8,1.2,2.0,.109,,-2.8,2.4,-0.4,0.4
183,Henry Walker\walkebi01,SG-SF,22,TOT,35,768,14.6,.649,.500,.211,2.2,11.0,6.5,8.3,1.5,0.3,9.9,16.6,,1.6,0.3,1.9,.121,,1.9,-1.8,0.1,0.4
184,Reggie Williams\willire02,SF,23,GSW,24,782,16.1,.588,.325,.219,2.5,13.3,7.8,12.7,1.4,0.5,8.5,18.6,,1.5,0.3,1.7,.105,,1.5,-1.7,-0.2,0.4
185,Steve Blake\blakest01,PG,29,TOT,80,2159,11.6,.539,.563,.092,1.2,9.4,5.2,26.9,1.4,0.2,19.1,14.5,,1.9,1.4,3.3,.074,,0.1,-1.6,-1.5,0.3
186,Shannon Brown\brownsh01,SG,24,LAL,82,1700,12.4,.517,.319,.204,2.0,10.0,6.0,9.9,1.7,1.4,9.4,18.8,,1.1,2.3,3.4,.096,,-1.3,-0.1,-1.4,0.3
187,Chase Budinger\budinch01,SF,21,HOU,74,1488,14.1,.545,.441,.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,,1.9,1.2,3.1,.100,,0.3,-1.5,-1.1,0.3
188,Rasual Butler\butlera01,SF,30,LAC,82,2702,10.7,.524,.497,.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17.0,,1.8,0.9,2.7,.048,,-0.4,-1.1,-1.6,0.3
189,Toney Douglas\douglto01,PG,23,NYK,56,1087,14.9,.571,.448,.174,4.1,7.2,5.6,16.6,2.0,0.2,11.6,19.8,,1.8,0.4,2.2,.097,,1.7,-2.4,-0.8,0.3
190,Monta Ellis\ellismo01,SG,24,GSW,64,2647,16.7,.517,.162,.276,1.9,9.0,5.4,21.2,2.6,0.7,13.4,29.5,,0.0,1.3,1.3,.023,,-0.1,-1.4,-1.5,0.3
191,Devean George\georgde01,SF,32,GSW,45,761,11.6,.560,.597,.112,3.0,13.8,8.3,5.8,2.6,0.9,6.5,13.0,,0.8,0.5,1.3,.084,,0.0,-0.6,-0.6,0.3
192,Robin Lopez\lopezro01,C,21,PHO,51,986,17.6,.621,.000,.430,12.6,15.6,14.2,1.1,0.5,3.8,10.6,17.3,,2.5,0.8,3.2,.158,,0.3,-1.2,-1.0,0.3
193,C.J. Miles\milescj01,SF,22,UTA,63,1497,10.8,.515,.386,.169,3.4,9.7,6.6,10.7,2.0,0.9,11.8,20.5,,0.2,1.7,1.9,.061,,-0.6,-0.6,-1.1,0.3
194,Nazr Mohammed\mohamna01,C,32,CHA,58,984,19.6,.578,.000,.365,14.2,22.9,18.6,5.4,0.8,3.6,11.8,21.3,,1.8,1.8,3.6,.174,,-1.0,0.3,-0.7,0.3
195,Zaza Pachulia\pachuza01,C,25,ATL,78,1089,13.1,.539,.016,.581,12.4,19.0,15.7,5.6,1.8,2.2,15.8,15.5,,1.2,1.5,2.7,.121,,-1.7,0.8,-0.9,0.3
196,Theo Ratliff\ratlith01,C,36,TOT,49,807,10.3,.511,.000,.329,8.9,14.3,11.6,4.7,0.8,6.0,19.1,12.3,,0.1,1.4,1.4,.084,,-4.0,3.7,-0.4,0.3
197,Kurt Thomas\thomaku01,C,37,MIL,70,1049,9.9,.489,.000,.072,8.7,23.5,15.8,6.7,1.3,3.4,18.3,11.3,,0.0,2.0,2.1,.095,,-4.6,3.8,-0.8,0.3
198,Earl Watson\watsoea01,PG,30,IND,79,2322,10.9,.517,.351,.323,2.5,8.8,5.6,25.6,2.2,0.5,22.6,14.7,,0.3,2.3,2.6,.055,,-1.6,0.2,-1.5,0.3
199,Damien Wilkins\wilkida02,SF,30,MIN,80,1585,11.5,.515,.160,.339,5.0,12.7,8.8,12.5,2.1,1.2,14.8,14.1,,0.9,1.0,1.9,.056,,-1.8,0.6,-1.2,0.3
200,Brandon Bass\bassbr01,PF,24,ORL,50,648,16.5,.556,.000,.270,10.0,12.6,11.3,5.1,1.0,3.1,10.6,20.9,,1.0,1.0,2.0,.147,,-1.5,0.5,-1.0,0.2
201,Michael Beasley\beaslmi01,PF,21,MIA,78,2328,16.1,.505,.098,.231,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,,0.8,3.8,4.6,.095,,-2.0,0.3,-1.7,0.2
202,Corey Brewer\breweco01,SG,23,MIN,82,2482,12.1,.502,.250,.270,3.1,9.6,6.3,12.5,2.4,0.9,13.4,21.5,,-0.4,1.4,1.0,.020,,-1.0,-0.6,-1.6,0.2
203,Jon Brockman\brockjo01,PF,22,SAC,52,654,12.4,.564,.000,.602,18.2,19.2,18.7,4.8,1.2,0.6,15.0,10.4,,1.2,0.5,1.7,.125,,-0.4,-0.4,-0.8,0.2
204,Darren Collison\collida01,PG,22,NOH,76,2109,16.5,.546,.146,.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,,1.9,1.1,2.9,.067,,0.2,-1.9,-1.7,0.2
205,Jordan Farmar\farmajo01,PG,23,LAL,82,1474,12.3,.535,.445,.165,1.1,8.8,5.0,13.4,1.8,0.6,11.5,19.0,,1.0,1.8,2.8,.093,,-0.5,-1.0,-1.4,0.2
206,Ryan Gomes\gomesry01,SF,27,MIN,76,2210,12.1,.528,.272,.172,3.8,14.0,8.8,8.8,1.4,0.5,10.8,17.4,,1.5,0.9,2.4,.052,,-0.8,-0.9,-1.7,0.2
207,Aaron Gray\grayaa01,C,25,TOT,32,311,16.6,.551,.000,.341,16.7,23.1,19.8,10.6,1.5,2.7,16.0,16.4,,0.5,0.4,0.9,.142,,-0.6,1.3,0.7,0.2
208,Darko Milicic\milicda01,C,24,TOT,32,685,12.8,.497,.005,.137,7.5,17.3,12.3,10.7,1.6,3.7,13.9,16.0,,0.1,0.6,0.7,.050,,-2.6,1.9,-0.7,0.2
209,Rasho Nesterovic\nestera01,C,33,TOR,42,413,16.0,.539,.000,.034,10.9,14.5,12.7,9.9,1.2,3.2,9.6,18.5,,0.6,0.2,0.8,.089,,0.0,-0.4,-0.4,0.2
210,Sasha Vujacic\vujacsa01,SG,25,LAL,67,575,11.4,.518,.494,.201,4.9,10.4,7.7,10.5,1.8,0.5,8.7,15.2,,0.7,0.7,1.4,.120,,-0.4,-0.5,-0.9,0.2
211,Kelenna Azubuike\azubuke01,SF,26,GSW,9,231,19.8,.623,.307,.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,,0.6,0.1,0.7,.148,,1.9,-2.0,0.0,0.1
212,Marcus Banks\banksma01,PG,28,TOR,22,244,15.3,.635,.329,.397,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,,0.4,0.1,0.5,.095,,1.1,-1.8,-0.7,0.1
213,Charlie Bell\bellch01,SG,30,MIL,71,1611,7.9,.486,.451,.151,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,,0.1,1.9,2.0,.060,,-2.0,0.2,-1.7,0.1
214,Raja Bell\bellra01,SG,33,TOT,6,180,13.8,.570,.443,.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,,0.3,0.2,0.5,.131,,0.9,-1.0,-0.1,0.1
215,Tyson Chandler\chandty01,C,27,CHA,51,1163,12.5,.643,.000,.826,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,,0.9,2.0,2.9,.120,,-3.2,1.6,-1.6,0.1
216,Wilson Chandler\chandwi01,SG,22,NYK,65,2320,13.7,.534,.174,.186,4.5,12.7,8.5,9.8,1.0,1.6,10.4,20.2,,1.8,0.9,2.7,.057,,-1.0,-0.8,-1.8,0.1
217,T.J. Ford\fordtj01,PG,26,IND,47,1189,13.4,.507,.120,.323,3.7,10.0,6.8,24.8,1.8,0.7,15.9,21.0,,0.3,1.1,1.4,.058,,-1.5,-0.3,-1.8,0.1
218,Sundiata Gaines\gainesu01,PG,23,UTA,32,217,17.3,.518,.317,.561,3.4,12.2,7.9,28.0,2.8,0.0,12.0,24.0,,0.3,0.3,0.5,.121,,1.2,-1.1,0.1,0.1
219,Francisco Garcia\garcifr01,SG,28,SAC,25,575,12.4,.550,.335,.097,2.2,11.1,6.6,12.1,0.9,2.4,10.3,15.7,,0.6,0.3,1.0,.081,,-0.7,-0.4,-1.1,0.1
220,Al Harrington\harrial01,PF,29,NYK,72,2195,16.8,.546,.397,.308,4.5,16.7,10.5,8.6,1.4,0.9,10.1,26.8,,2.2,1.3,3.5,.077,,0.7,-2.6,-1.9,0.1
221,Jrue Holiday\holidjr01,PG,19,PHI,73,1767,12.3,.526,.306,.165,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,,0.2,1.0,1.2,.032,,-0.8,-1.0,-1.8,0.1
222,Juwan Howard\howarju01,C,36,POR,73,1632,10.0,.538,.003,.187,8.1,17.3,12.7,5.9,0.9,0.5,15.1,13.9,,1.1,1.6,2.6,.077,,-2.1,0.3,-1.7,0.1
223,Anthony Johnson\johnsan02,PG,35,ORL,31,406,12.4,.543,.351,.180,2.4,11.0,6.8,24.2,1.4,0.2,17.8,16.7,,0.5,0.5,1.0,.116,,-0.6,-0.2,-0.8,0.1
224,James Jones\jonesja02,SF,29,MIA,36,503,8.8,.556,.756,.235,0.9,9.5,5.3,5.1,1.2,0.6,7.7,13.3,,0.5,0.5,1.0,.099,,-0.5,-1.0,-1.5,0.1
225,Nenad Krstic\krstine01,C,26,OKC,76,1741,13.7,.527,.009,.189,9.1,16.0,12.6,4.9,0.9,1.9,8.7,17.1,,2.0,2.2,4.2,.116,,-1.7,0.0,-1.7,0.1
226,Roger Mason\masonro01,SG,29,SAS,79,1515,9.7,.490,.532,.069,0.9,11.5,6.3,13.5,1.0,0.7,10.4,17.2,,0.3,1.7,1.9,.062,,-1.2,-0.5,-1.7,0.1
227,JaVale McGee\mcgeeja01,C,22,WAS,60,968,17.0,.539,.003,.378,10.3,18.7,14.5,2.4,0.9,8.0,12.5,19.1,,0.8,1.3,2.1,.105,,-3.2,1.7,-1.5,0.1
228,Eduardo Najera\najered01,PF,33,TOT,46,685,8.4,.501,.438,.164,5.7,13.7,9.6,6.5,2.0,1.5,13.8,12.2,,0.1,0.8,0.8,.058,,-2.1,0.9,-1.3,0.1
229,Tony Parker\parketo01,PG,27,SAS,56,1728,16.4,.542,.047,.344,0.5,8.5,4.6,30.9,0.9,0.3,15.3,25.8,,2.0,1.6,3.6,.101,,-0.1,-1.6,-1.7,0.1
230,Anthony Randolph\randoan01,C,20,GSW,33,749,18.7,.521,.016,.440,10.7,21.4,16.0,8.5,1.8,4.9,11.7,23.9,,0.7,0.8,1.5,.098,,-2.2,0.8,-1.4,0.1
231,James Singleton\singlja01,PF-SF,28,TOT,57,977,11.4,.452,.146,.244,12.6,20.0,16.3,4.8,1.5,3.3,14.8,15.4,,-0.1,1.2,1.1,.056,,-3.0,1.4,-1.6,0.1
232,Kenny Thomas\thomake01,PF,32,SAC,26,313,9.0,.509,.000,.343,12.6,18.9,15.7,6.5,1.6,2.3,29.7,8.1,,0.1,0.3,0.4,.059,,-3.2,2.1,-1.1,0.1
233,Tim Thomas\thomati01,SF,32,DAL,18,285,15.1,.579,.406,.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,,0.4,0.3,0.7,.120,,1.1,-1.5,-0.4,0.1
234,Charlie Villanueva\villach01,PF,25,DET,78,1848,16.0,.526,.341,.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,,2.1,1.4,3.5,.092,,0.1,-2.0,-1.9,0.1
235,Kyle Weaver\weaveky01,SG,23,OKC,12,144,10.7,.505,.576,.182,0.8,13.2,7.2,11.1,2.1,3.1,10.1,12.4,,0.1,0.2,0.3,.106,,-1.7,1.8,0.0,0.1
236,D.J. White\whitedj01,PF,23,OKC,12,102,25.9,.650,.000,.244,11.6,14.2,12.9,7.4,2.5,2.2,6.2,21.3,,0.4,0.2,0.6,.276,,3.3,0.0,3.3,0.1
237,Shelden Williams\willish02,PF,26,BOS,54,597,14.1,.612,.008,.810,9.9,19.8,15.0,5.3,1.1,2.8,15.5,15.3,,1.1,0.9,2.0,.162,,-2.0,1.0,-1.1,0.1
238,Thaddeus Young\youngth01,PF,21,PHI,67,2145,14.0,.523,.170,.203,7.0,12.3,9.6,7.5,2.0,0.6,12.5,21.5,,0.9,1.2,2.1,.047,,-0.5,-1.3,-1.8,0.1
239,Joe Alexander\alexajo01,SF,23,CHI,8,29,2.8,.273,.167,.500,7.8,11.3,9.6,9.3,1.8,2.6,0.0,11.3,,0.0,0.0,0.0,.030,,-5.2,1.5,-3.7,0.0
240,Antonio Anderson\anderan02,SF,24,OKC,1,15,-1.7,.333,.000,.000,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,,0.0,0.0,0.0,-0.104,,-8.2,-3.1,-11.4,0.0
241,Carlos Arroyo\arroyca01,PG,30,MIA,72,1585,12.3,.529,.067,.240,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,,2.2,1.5,3.7,.113,,-1.2,-0.8,-2.0,0.0
242,Renaldo Balkman\balkmre01,SF,25,DEN,13,91,6.6,.339,.389,.333,5.1,23.9,14.6,10.6,4.5,1.7,22.5,13.0,,-0.2,0.2,0.0,-0.001,,-5.2,4.0,-1.1,0.0
243,Leandro Barbosa\barbole01,PG,27,PHO,44,786,14.0,.526,.373,.200,1.7,7.9,5.0,12.5,1.5,1.1,10.4,24.9,,0.7,0.4,1.1,.065,,0.3,-2.3,-2.0,0.0
244,Josh Boone\boonejo01,PF,25,NJN,63,1045,13.7,.509,.000,.260,13.1,22.0,17.4,4.6,1.5,3.4,13.0,12.5,,0.7,1.1,1.8,.084,,-3.0,1.1,-1.9,0.0
245,Ryan Bowen\bowenry01,SF,34,OKC,1,8,31.3,1.064,.000,2.000,14.7,14.0,14.3,0.0,6.4,0.0,0.0,10.5,,0.1,0.0,0.1,.509,,8.3,-0.2,8.1,0.0
246,Derrick Brown\brownde04,SF,22,CHA,57,535,12.6,.520,.048,.490,7.1,10.4,8.8,6.0,2.1,1.5,9.6,17.2,,0.5,0.8,1.3,.114,,-2.5,0.3,-2.2,0.0
247,Anthony Carter\cartean01,PG,34,DEN,54,859,10.3,.482,.348,.072,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,,0.1,0.8,0.9,.051,,-2.0,-0.2,-2.2,0.0
