Name,G,FGA,3PA,FTA,ORB,TRB.1,AST.1,STL,BLK,TOV,PF,MP.1,PTS.1,FG%,3P%,FT%,Years,AP,LAT,SR,TQS,SVL,MVL,MBP
aldrico01,37.0,6.316798941798942,0.0,3.255555555555556,3.0555555555555554,7.966666666666666,0.6666666666666666,0.5416666666666666,2.335978835978836,1.2268518518518519,2.5555555555555554,26.8,9.666666666666666,0.5593333333333333,,0.7183333333333334,3.0,1.0,11.479999999999999,,3.35,23.0,28.0,10.0
aldrila01,26.5,7.890202702702703,0.0,4.539695945945946,,7.55,0.7,1.2069256756756757,1.7364864864864864,,,27.950000000000003,12.45,0.6159999999999999,,0.6515,2.0,0.5,12.02,,3.43,26.5,34.0,8.0
alexacl01,28.0,4.607142857142857,0.0,2.8214285714285716,1.9642857142857142,5.3,0.4,0.17857142857142858,1.3214285714285714,1.0,2.0357142857142856,17.6,7.1,0.5660000000000001,,0.6709999999999999,1.0,1.0,,,,,,
alexaco01,28.0,12.851238188334962,4.992684913652655,3.9299608993157378,,3.6333333333333333,4.833333333333333,1.2270446399478658,0.15557184750733136,3.3892798957315087,2.22059302704464,34.03333333333333,15.566666666666668,0.427,0.338,0.6973333333333334,3.0,0.3333333333333333,,,,,,
alexaco02,28.0,15.666956018518519,4.04420405982906,3.8811431623931623,,3.925,2.2,1.1199697293447293,0.184673254985755,1.9381232193732192,2.1827368233618234,30.799999999999997,18.725,0.45575,0.40125,0.7662500000000001,4.0,0.0,,,,,,
alexaga01,29.0,10.963628899835797,0.034482758620689655,4.799069512862617,,9.899999999999999,1.3,,,,,32.733333333333334,14.6,0.5316666666666667,0.0,0.6206666666666667,3.0,0.0,,,,,,
alexajo01,27.333333333333332,7.794444444444444,1.625925925925926,2.674074074074074,,3.8000000000000003,1.5,0.4777777777777778,1.0851851851851853,2.2222222222222223,,20.066666666666666,9.5,0.4623333333333333,0.19099999999999998,0.6916666666666668,3.0,0.0,11.33,,2.99,32.5,38.5,24.0
alexavi01,27.75,10.921013859429731,0.03571428571428571,4.515310749003379,,6.8,1.025,0.6620636974139658,1.0278302668942028,1.7723466895584465,2.14836187896835,25.4,16.174999999999997,0.6067499999999999,0.0,0.6014999999999999,4.0,0.0,,,,,,
alforst01,31.25,13.513483921794524,5.9411764705882355,4.767581831119545,,2.775,3.0749999999999997,1.439846503117376,0.055180943345079975,1.8078938228517214,1.6753756946326916,,19.525,0.54,0.53,0.8985000000000001,4.0,0.0,,,,,,
allenje01,27.25,11.085063085063084,4.756283068783069,3.82020757020757,,4.4,4.6000000000000005,1.5211385836385836,0.2028133903133903,2.379120879120879,1.8121947496947497,32.75,13.625,0.41600000000000004,0.3425,0.7125,4.0,0.0,,,,,,
allenla01,33.75,8.217074102368219,0.48892920804685513,2.4113254392666157,3.1047619047619044,8.5,2.0999999999999996,0.5334415584415584,1.5804048892284186,1.3999618029029794,2.2506493506493506,34.2,10.525,0.53825,0.311,0.67525,4.0,0.25,,,,,,
allenma01,31.75,6.668862656739812,0.0,2.9498350966562175,,5.6,0.8,0.571226815569488,1.5055756922675028,1.542929292929293,2.20959595959596,23.96666666666667,8.925,0.50375,,0.65825,4.0,0.25,11.83,,3.38,25.5,29.0,13.0
allenra01,28.75,10.556746031746032,,3.6054894179894177,,6.375,,1.0183201058201057,0.9027777777777778,1.40244708994709,3.1975529100529103,31.175,12.575,0.49275,,0.603,4.0,0.0,,,,,,
allenra02,33.666666666666664,14.35201330532213,5.145885854341737,3.5360294117647064,,5.966666666666666,2.4,1.579394257703081,0.4067226890756302,1.908403361344538,1.4411589635854343,28.599999999999998,19.033333333333335,0.49033333333333334,0.43766666666666665,0.7763333333333334,3.0,0.0,,,,,,
allento01,33.0,11.888392857142856,1.8297619047619047,5.160119047619047,,5.666666666666667,3.033333333333333,1.9973214285714285,0.8035714285714286,,,31.0,15.633333333333333,0.48700000000000004,0.35566666666666663,0.658,3.0,0.0,10.699999999999998,,3.19,31.5,36.5,17.0
allrela01,23.75,6.228096550358213,0.12643678160919541,3.436031204540332,,5.3,0.675,0.25007683324113344,0.15647260297361718,,,18.575,8.5,0.49724999999999997,0.46649999999999997,0.6947500000000001,4.0,0.0,,,,,,
almonmo01,30.25,10.565322580645162,2.8991143433179722,4.150832853302612,,3.4499999999999997,1.0,0.7437451996927803,0.5375192012288786,,,27.049999999999997,15.075,0.49075,0.41,0.81075,4.0,0.0,11.45,,3.19,31.0,35.5,13.0
alstode01,28.75,11.448050082101807,0.03451012588943623,6.3132799671592785,,7.675,1.325,1.2291256157635468,1.9934318555008208,3.0142446633825943,3.5204638752052544,32.7,16.475,0.55825,0.3333333333333333,0.57475,4.0,0.0,,,,,,
alstora01,33.0,9.363636363636363,5.9393939393939394,2.0,,2.2,7.3,2.121212121212121,0.36363636363636365,,,,11.0,0.401,0.337,0.758,1.0,0.0,,,,,,
alumape01,29.75,10.071505541871922,0.04530993431855501,5.696918616584565,,5.725,0.65,,,,,27.45,14.474999999999998,0.53025,0.0,0.656,4.0,0.0,,,,,,
amaecjo01,26.4,6.554185185185185,0.5130555555555556,5.349814814814815,,6.359999999999999,0.9,0.6734143518518518,1.8276851851851852,2.2106018518518518,2.0810300925925924,25.46,10.48,0.491,0.30433333333333334,0.6418,5.0,0.0,,,,,,
amayaas01,32.0,9.446070075757575,0.48415404040404036,5.839914772727273,,8.9,0.5,1.0559185606060606,1.2326704545454548,1.8890625,3.321780303030303,32.275,14.65,0.57375,0.16,0.6475,4.0,0.0,,,,,,
aminual01,31.0,10.596774193548388,1.693548387096774,5.661290322580645,4.290322580645161,9.45,1.4,1.1935483870967742,1.3225806451612905,2.903225806451613,2.935483870967742,31.3,14.350000000000001,0.48150000000000004,0.226,0.6844999999999999,2.0,0.0,11.29,,3.3,27.0,33.5,13.0
amundlo01,30.0,5.434881349647757,0.008064516129032258,2.9966444197256212,,5.625,0.55,0.771273637374861,1.003123841305154,,,22.8,7.35,0.5285,0.0,0.495,4.0,0.0,10.58,,3.2,32.0,35.5,14.0
anderal01,31.5,6.022020100195503,1.0343093230694036,3.5989613880742914,,4.15,2.45,0.8011271994134898,0.18139051808406648,,,26.85,9.399999999999999,0.49400000000000005,0.36174999999999996,0.8235000000000001,4.0,0.0,10.32,,3.27,26.5,30.5,10.0
anderan02,37.5,6.908239489489489,2.949117867867868,2.8042792792792794,,4.0,3.575,1.4524587087087089,0.32618243243243245,1.7986486486486486,,,8.5,0.41725,0.29925,0.6425,4.0,1.0,,,,,,
anderch01,29.0,7.379310344827586,0.8620689655172413,4.586206896551724,,7.7,0.7,,,,,21.7,10.1,0.505,0.24,0.526,1.0,0.0,,,,,,
anderde01,24.75,9.00272461456672,2.7488370547581074,4.253787878787879,,3.925,3.375,1.9104532163742691,0.15447235513024987,2.0706738437001597,2.468965975544923,25.749999999999996,13.075,0.48050000000000004,0.3475,0.8045,4.0,0.5,,,,,,
anderer01,32.75,9.488590263691684,0.5314401622718053,4.436359026369169,,6.324999999999999,0.9,,,,,29.975,13.200000000000001,0.51525,0.3216666666666667,0.7394999999999999,4.0,0.75,,,,,,
andergr01,30.75,10.353571428571428,,4.548214285714286,,8.775,0.525,1.1172619047619048,1.9077380952380953,2.130952380952381,2.635119047619048,28.925,14.0,0.5389999999999999,,0.56325,4.0,0.0,,,,,,
anderja01,33.666666666666664,12.557575757575757,5.941702741702741,5.228571428571429,1.9393939393939394,5.066666666666666,1.6333333333333335,1.1082251082251082,0.5922077922077923,2.1015873015873017,2.6666666666666665,34.1,17.933333333333334,0.458,0.37599999999999995,0.7843333333333334,3.0,0.0,11.86,,3.19,30.0,35.5,14.0
anderju01,32.666666666666664,6.978507078507079,2.880823680823681,2.754756954756955,0.756944856944857,3.5,1.8333333333333333,0.6207801207801208,0.8317394317394317,1.2664191664191664,1.3738045738045737,24.46666666666667,9.2,0.431,0.3496666666666666,0.7533333333333333,3.0,0.6666666666666666,11.13,2.8800000000000003,3.22,38.0,43.0,12.0
anderke01,32.5,18.442857142857143,4.754761904761905,5.2023809523809526,,5.6,6.85,2.611904761904762,0.0761904761904762,3.869047619047619,2.0928571428571425,38.3,23.25,0.47600000000000003,0.3805,0.781,2.0,0.0,,,,,,
anderky01,35.5,9.421825396825398,1.3484126984126985,4.254761904761905,1.6821428571428572,8.7,5.0,1.7746031746031745,0.8178571428571428,2.5706349206349204,1.861904761904762,31.55,12.149999999999999,0.448,0.347,0.736,2.0,1.0,,,,,,
anderni01,34.5,12.6729797979798,1.0075757575757576,3.8737373737373737,,7.25,1.8,1.352272727272727,0.8686868686868687,1.683080808080808,2.018939393939394,29.4,16.95,0.5549999999999999,0.3485,0.6555,2.0,0.5,,,,,,
anderri01,25.0,10.749074074074075,,2.9838319088319087,,7.425000000000001,,,,,,27.025,11.9,0.44925,,0.6612499999999999,4.0,0.0,,,,,,
anderro01,34.0,12.706926406926407,,3.4043290043290044,,5.949999999999999,,1.513852813852814,0.4809523809523809,2.100865800865801,2.4515151515151516,36.75,16.950000000000003,0.5594999999999999,,0.8005,2.0,0.0,,,,,,
anderry01,33.0,13.121212121212121,4.666666666666667,4.96969696969697,,9.05,0.95,0.5151515151515151,0.5454545454545454,2.242424242424242,,33.0,18.700000000000003,0.483,0.396,0.8335,2.0,0.0,,,,,,
andersh01,29.75,9.9146829810901,1.4268261030774936,4.06960511679644,,4.975,2.7249999999999996,1.7881071560993698,0.324990730441231,2.847710418984056,2.4688820912124583,26.525000000000002,12.775,0.495,0.28500000000000003,0.626,4.0,0.0,,,,,,
anderwi01,26.75,9.007799671592775,1.6952380952380952,2.316612984716433,,3.525,3.55,1.1276430466085638,0.9970601237842617,2.4732632310218516,2.0975874700012627,22.825,11.100000000000001,0.4975,0.309,0.7475,4.0,0.0,,,,,,
anslemi01,32.0,9.665689149560116,0.08064516129032258,3.7502443792766376,,7.6,0.6000000000000001,0.5205278592375366,0.13416422287390029,1.7954545454545454,2.7869012707722387,29.4,13.825,0.58325,0.125,0.67675,4.0,0.25,,,,,,
anthoca01,35.0,17.485714285714284,4.742857142857143,6.8,,10.0,2.2,1.5714285714285714,0.8571428571428571,2.2,2.2,36.4,22.2,0.45299999999999996,0.337,0.706,1.0,1.0,11.4,,3.15,30.5,33.5,7.0
anthogr01,34.5,9.964392551892551,3.299786324786325,4.025503663003663,,3.15,6.725,2.3519078144078143,0.32954822954822954,2.6383394383394383,2.495787545787546,30.65,12.750000000000002,0.4385,0.3785,0.7125,4.0,0.0,,,,,,
anthojo01,34.0,2.5204882301656495,0.0,1.1839581517000872,,3.4,0.30000000000000004,0.34263295553618134,2.24716652136007,,,15.850000000000001,3.55,0.5485,,0.5435,2.0,0.0,,,,,,
applike01,35.5,7.984385015267367,2.9074955207308144,3.622703270497388,0.4446501122971711,3.025,3.25,1.0572538925480102,0.4578872990637697,2.075934968582027,2.4290348121230476,29.700000000000003,10.600000000000001,0.4325,0.33575000000000005,0.773,4.0,0.0,,,,,,
araujra01,31.0,10.477083333333333,0.671875,4.519791666666666,,9.5,1.2,1.4197916666666668,0.6510416666666667,,,27.450000000000003,15.2,0.5654999999999999,0.27,0.6819999999999999,2.0,0.0,,,,,,
archiro01,32.5,3.434252450980392,0.007352941176470588,3.1559742647058826,,4.075,0.8,0.4970588235294118,0.607046568627451,1.5481924019607844,2.973376225490196,16.025,6.050000000000001,0.53975,0.0,0.68175,4.0,0.75,,,,,,
arenagi01,35.0,12.101307189542483,4.217320261437909,4.037581699346405,,3.8499999999999996,2.2,1.9468954248366015,0.22957516339869283,2.68218954248366,2.3594771241830066,30.55,15.8,0.46599999999999997,0.354,0.7370000000000001,2.0,1.0,,,3.25,31.5,36.0,12.0
arizatr01,25.0,10.04,3.04,4.52,,6.5,2.1,1.68,0.44,,,31.6,11.6,0.426,0.237,0.504,1.0,0.0,11.63,,3.29,29.5,32.0,8.0
armstbj01,32.5,8.920134109678354,3.065756302521008,3.6545638945233265,,1.9500000000000002,3.9,1.144398815560707,0.06918329831932774,1.917246359750797,1.1873868081715444,24.55,12.825000000000001,0.4925,0.4563333333333333,0.8452500000000001,4.0,0.25,,,,,,
armstbr01,32.5,15.175996204933586,5.6200189753320675,3.3088235294117645,,3.25,1.5,1.683111954459203,0.2144212523719165,1.9454459203036052,2.5915559772296017,30.5,18.25,0.438,0.392,0.822,2.0,0.0,10.91,,3.2,30.0,37.0,6.0
armstda01,26.0,9.285493827160494,2.4737654320987654,4.851851851851852,,3.933333333333333,3.7999999999999994,,,,,26.96666666666667,14.366666666666665,0.516,0.3953333333333333,0.7806666666666667,3.0,0.0,,,,,,
armsthi01,32.75,3.057571778711485,0.021848739495798318,2.0862745098039217,,3.9,0.575,0.32762605042016807,1.4456932773109243,,,15.0,4.675,0.543,0.25,0.52625,4.0,0.0,12.28,,3.53,28.5,31.5,13.0
arroyca01,25.0,12.453761755485893,5.177586206896551,4.2334639498432605,,2.975,4.65,,,,,32.725,15.850000000000001,0.44675000000000004,0.34825,0.6927500000000001,4.0,0.0,,,,,,
artesro01,34.5,10.88302364864865,3.7195945945945947,3.5650337837837838,,6.3,3.05,1.839527027027027,1.1570945945945947,2.8378378378378377,2.2972972972972974,34.2,13.05,0.44199999999999995,0.35050000000000003,0.585,2.0,0.0,,,,,,
arthuda01,39.0,8.714473684210526,0.21578947368421053,2.7276315789473684,,5.5,0.6000000000000001,0.6842105263157895,1.3993421052631578,1.875,,21.85,11.3,0.5405,0.08349999999999999,0.6739999999999999,2.0,1.0,12.18,,3.14,28.5,30.0,12.0
askewvi01,34.333333333333336,8.936974789915967,1.2352941176470589,3.248459383753501,,5.0,3.866666666666667,1.1277310924369748,0.1361344537815126,2.2529411764705887,1.6019607843137254,33.333333333333336,11.433333333333335,0.49466666666666664,0.381,0.745,3.0,0.0,,,,,,
askinke01,32.0,5.108909370199693,2.0538810483870966,1.6897729454685102,,4.300000000000001,0.6499999999999999,0.6662514400921659,0.4232910906298003,1.1212005568356376,2.3970334101382487,23.025,6.574999999999999,0.4565,0.38549999999999995,0.647,4.0,0.5,,,,,,
atkinch01,27.75,11.490572853072853,6.012932437932438,3.9211080586080582,,3.0,4.625,1.0275997150997151,0.09896723646723646,3.0482804232804233,1.8742368742368742,34.0,14.45,0.40700000000000003,0.35975,0.72625,4.0,0.0,,,,,,
augmost01,36.25,9.350955350955351,1.5759522935993524,4.055084528613941,,6.925,2.975,1.9054521392756687,0.8730055847702907,2.142247709894769,2.625650343297402,29.425,13.774999999999999,0.55825,0.55175,0.67675,4.0,0.0,,,,,,
augusdj01,36.5,12.15,4.009774436090225,5.465037593984962,,2.8499999999999996,6.25,1.375563909774436,0.04285714285714286,2.763157894736842,,36.45,16.8,0.444,0.41100000000000003,0.8105,2.0,1.0,11.27,,3.07,28.5,35.0,2.0
augusja01,34.25,6.326813811188812,0.1396780303030303,3.2484156468531467,,7.449999999999999,1.075,1.0309586247086249,1.005809294871795,,,27.125000000000004,10.075000000000001,0.615,0.2856666666666667,0.688,4.0,1.0,10.54,,3.25,30.0,32.5,13.0
austiis01,30.5,10.355376344086022,0.03279569892473118,5.386021505376345,,7.449999999999999,1.4,0.8059139784946237,0.6704301075268817,2.491935483870968,2.867204301075269,28.799999999999997,15.0,0.559,0.0,0.638,2.0,0.0,,,,,,
aventan01,33.333333333333336,8.084328468229396,,3.4501326846528086,,7.433333333333334,1.2,0.515516733008993,1.2011278195488722,2.156862745098039,2.8474495061182368,24.433333333333334,10.9,0.507,,0.6736666666666666,3.0,0.0,,,,,,
averywi01,37.0,8.747619047619047,3.914652014652015,2.7868131868131867,,2.75,3.75,1.2164835164835164,0.027106227106227107,2.6153846153846154,2.2051282051282053,31.0,11.7,0.455,0.35350000000000004,0.7770000000000001,2.0,1.0,,,,,,
azubuke01,32.333333333333336,7.4019410183428205,2.585448292220114,2.24960468058191,,3.7000000000000006,1.0,0.7202719797596457,0.29674652118912087,,,22.133333333333336,9.833333333333334,0.488,0.37366666666666665,0.771,3.0,1.0,,,,,,
babbch01,32.5,6.158076106175608,4.7058253011615205,1.2405963393421886,0.782368274778142,2.95,1.6250000000000002,0.777812068742453,0.18532439552067162,0.7856074981312173,1.3996799110651104,31.833333333333332,7.25,0.37000000000000005,0.358,0.7117500000000001,4.0,0.0,,,,,,
