Name,G,FGA,3PA,FTA,ORB,TRB.1,AST.1,STL,BLK,TOV,PF,MP.1,PTS.1,FG%,3P%,FT%,Years,AP,LAT,SR,TQS,SVL,MVL,MBP,VORP_Max
thomach01,27.25,4.496457027168233,2.558406805120167,0.9823994252873564,,2.8,,,,,,17.950000000000006,5.675,0.43200000000000005,0.26899999999999996,0.7356666666666666,4.0,0.0,,,,,,,-0.2
thomaet01,30.5,6.654585759068517,0.0,4.679443200477683,,6.875000000000001,0.4,0.6770577698163904,3.3805523212419772,1.6838174851967953,2.7600975269940786,25.46666666666667,10.725,0.59075,,0.5822499999999999,4.0,0.5,,,,,,,0.3
thomair01,27.25,6.099819975411275,,2.6737915422594307,,4.475,0.7,,,,,20.200000000000006,7.8,0.4975,,0.61625,4.0,0.0,,,,,,,-0.1
thomais01,31.5,10.83924949290061,,4.966024340770791,,3.55,5.65,,,,,34.5,15.3,0.532,,0.757,2.0,0.0,,,,,,,3.4
thomais02,35.0,12.390476190476189,4.809523809523808,6.0,0.6571428571428571,3.466666666666667,3.966666666666667,1.161904761904762,0.06666666666666668,2.657142857142857,2.0285714285714285,31.5,16.400000000000002,0.426,0.32233333333333336,0.7123333333333334,3.0,0.6666666666666666,10.49,,3.14,31.5,40.0,13.0,3.5
thomaja01,31.0,13.334913793103446,4.7362068965517246,4.5824712643678165,,5.95,1.925,1.3147030651340996,0.3234674329501916,2.875542784163473,2.5782886334610478,28.1,15.95,0.4175,0.349,0.7080000000000001,4.0,0.0,,,,,,,-0.1
thomaja02,33.5,5.951648841354723,0.0,4.19162210338681,,8.049999999999999,0.4,0.2575757575757576,0.3636363636363637,,,20.0,8.575,0.5015,,0.59875,4.0,0.75,,,,,,,0.0
thomaji01,28.25,4.92597775787431,,1.8445029108822213,,4.075,,0.9082139125242574,0.08931556948798328,1.5605090311986864,1.7133004926108373,,6.449999999999998,0.49825,,0.7484999999999999,4.0,0.0,,,,,,,0.0
thomajo02,31.0,5.522220068238213,0.028571428571428567,2.712189272421127,,4.95,0.675,0.5742422899680965,0.5028580290677065,1.4872767857142857,2.3810932515065577,20.15,6.875,0.47725,0.0,0.51625,4.0,0.5,,,,,,,0.1
thomake01,30.75,10.153354458041958,1.5684003496503496,5.870210518648019,,8.5,2.15,0.9439466783216784,1.9671292249417247,2.882527195027196,3.058906371406372,31.9,15.8,0.539,0.26275000000000004,0.7405,4.0,0.0,,,,,,,1.6
thomaku01,25.75,10.521825396825397,0.7398589065255732,4.759920634920634,,7.55,1.075,0.8290343915343915,1.613095238095238,1.891865079365079,2.7701719576719577,20.025,14.375,0.49700000000000005,0.17033333333333334,0.6315000000000001,4.0,0.0,,,,,,,2.2
thomala01,35.0,3.15681533347864,0.0,2.103431506102877,2.35,3.575,0.425,0.5503991390584132,0.23551111595466434,1.1133445945945946,3.025,25.3,4.6000000000000005,0.5345,,0.6024999999999999,4.0,0.75,,,,,,,-0.1
thomama01,34.333333333333336,8.187069422363539,0.1571277159512454,5.002964361420244,2.7829888712241653,8.166666666666666,2.0666666666666664,0.6548092209856916,1.8521462639109696,2.2782525172231054,2.2086645468998407,30.85,11.6,0.531,0.2835,0.581,3.0,0.0,11.31,,3.2900000000000005,32.0,36.5,3.0,0.0
thomati01,32.0,13.0,4.375,4.75,,6.0,2.1,1.75,1.03125,2.84375,2.75,31.4,16.9,0.45,0.336,0.7959999999999999,1.0,1.0,,,,,,,1.4
thomaty01,32.0,7.8125,0.03125,4.28125,,9.2,1.3,1.03125,3.09375,,,25.9,12.3,0.608,1.0,0.657,1.0,0.0,11.36,,3.2,34.0,39.5,8.0,1.2
thompbi01,35.75,8.511324134308005,,3.676800404622985,,6.425,3.225,0.7668821116401762,1.2762185262185262,3.306786004366649,2.9987704826414503,28.325,11.625,0.5215000000000001,,0.7125,4.0,0.0,,,,,,,1.7
thompbr01,30.75,10.377339200418769,5.449052869201074,2.9821124779166395,,3.35,4.65,2.16314696067526,0.08184747758947851,2.378696918144344,2.4813681868743047,30.425000000000004,13.575,0.43725,0.3885,0.7322500000000001,4.0,0.0,,,,,,,0.2
thompdi01,29.25,10.239718614718617,3.211850649350649,2.7456709956709955,,4.775,2.125,1.1536796536796536,0.3181818181818182,,,28.375,12.825,0.45875,0.349,0.7955,4.0,0.0,,,,,,,0.0
thompho01,33.0,6.538565805109923,2.9494206773618536,1.7213680926916222,1.0746620617944147,4.1000000000000005,1.0666666666666669,0.7865604575163397,0.4346033868092691,1.0812908496732028,2.249647207367796,24.633333333333336,8.733333333333333,0.478,0.44166666666666665,0.6713333333333334,3.0,0.6666666666666666,11.72,,3.3800000000000003,28.5,36.5,6.0,0.0
thompja02,30.5,11.698824583596881,0.8385304659498207,6.022204652470308,,9.5,1.975,0.8474119755429053,1.895551338815096,2.9117647058823533,,32.05,16.55,0.51675,0.29025,0.6667500000000001,4.0,0.0,,,,,,,0.9
thompke01,29.5,7.7572580645161295,0.25925925925925924,2.888620071684588,,6.949999999999998,1.4,0.4773297491039426,1.2720131421744325,1.4402031063321383,2.2635603345280764,27.95,10.75,0.591,0.14300000000000002,0.5257499999999999,4.0,0.0,,,,,,,-0.1
thompkl01,32.666666666666664,14.435196365936402,6.3257432005060075,3.9118030398865313,0.9644212523719166,4.833333333333333,2.6333333333333333,1.3251681904433328,0.7523048320012267,2.952801257355337,2.665559772296015,35.05,17.900000000000006,0.423,0.3913333333333333,0.8473333333333333,3.0,0.0,10.99,,3.24,26.5,31.5,5.0,2.9
thompla01,29.0,12.19135802469136,,4.802469135802468,,11.833333333333336,0.9666666666666668,0.4888888888888889,1.6827160493827158,2.592592592592593,3.324691358024692,35.96666666666667,16.866666666666667,0.5526666666666666,,0.7176666666666667,3.0,0.0,,,,,,,0.4
thompmy01,24.0,15.089813664596276,,5.196714975845412,,10.0,,,,,,,20.6,0.56125,,0.69675,4.0,0.0,,,,,,,0.4
thompmy02,32.0,10.652217741935484,4.596942204301075,2.531868585043988,1.3665689149560118,4.275,1.5750000000000002,1.1315982404692082,0.6141633064516129,1.662428213587488,2.0664711632453567,31.85,11.025,0.3575,0.32575,0.75675,4.0,0.0,,,,,,,-0.2
thompst01,36.0,10.072237411711095,0.6258601048074732,4.387200956937798,,4.225,1.85,,,,,27.625,13.75,0.54425,0.43225,0.52925,4.0,0.5,,,,,,,0.0
thomptr01,36.0,8.75,0.0,7.25,3.8333333333333335,7.8,1.3,0.9444444444444444,2.3888888888888893,1.7777777777777777,2.7777777777777777,30.7,13.1,0.546,,0.487,1.0,1.0,10.92,,3.26,30.0,35.0,9.0,2.0
thomptr02,29.66666666666667,12.769252432155659,2.50194572452637,3.7719150025601635,1.9817204301075269,7.7666666666666675,1.3666666666666665,1.0106758832565286,1.3116999487967231,2.6324628776241683,2.423118279569892,31.1,15.566666666666665,0.466,0.3573333333333333,0.7256666666666667,3.0,0.0,11.72,,3.41,27.5,30.5,15.0,-0.2
thornal01,31.0,8.122495894909687,1.1075944170771757,4.1304597701149435,,5.075,0.7,0.7992610837438423,0.5742200328407225,,,21.525,11.925,0.527,0.40875,0.643,4.0,0.0,11.96,,3.16,35.0,41.0,9.0,-0.4
thornbo01,28.33333333333333,6.390804597701149,,3.3180076628352486,,5.766666666666667,0.9666666666666668,0.4938271604938271,0.25883354618986804,1.7782034908471689,2.5793954874414644,22.5,9.633333333333333,0.573,,0.6416666666666666,3.0,0.0,,,,,,,0.0
thornma01,33.0,15.5815668202765,6.726267281105992,4.711981566820278,,5.55,1.75,1.4935483870967745,0.34700460829493085,2.0110599078341007,,,20.35,0.45399999999999996,0.3825,0.7809999999999999,2.0,0.0,10.78,2.88,3.02,34.5,43.0,3.0,1.3
thorpot01,28.25,9.557223283863996,,5.046418305873256,,7.9,0.925,0.6750528444076831,0.9364924306526088,2.3359723846375684,3.2289664204291566,32.599999999999994,14.225,0.5680000000000001,,0.65325,4.0,0.0,,,,,,,3.5
threase01,30.0,17.130801783078823,,5.0557576077025805,,3.7,5.425,,,,,35.2,20.8,0.4975000000000001,,0.7217500000000001,4.0,0.0,,,,,,,2.4
tinslja01,34.0,10.802092414995641,2.402353966870096,5.024411508282476,,4.449999999999998,6.3,2.598517872711421,0.8064516129032258,3.995204882301656,2.916303400174368,32.5,12.65,0.3885,0.3115,0.6835,2.0,0.0,11.96,,3.2,28.0,37.5,1.0,1.9
tisdawa01,34.666666666666664,17.919360537007595,,7.365282394694161,,10.066666666666666,0.9333333333333332,0.8863275039745627,2.032045414398356,2.061995150230444,2.9977196447784684,35.13333333333333,25.566666666666666,0.5783333333333333,,0.6593333333333332,3.0,0.0,,,,,,,0.7
tolbeto01,34.0,9.701754385964913,0.3263157894736842,4.764035087719298,,6.0,0.8,0.637719298245614,0.4298245614035088,2.049122807017544,2.849122807017544,27.0,14.0,0.529,0.47200000000000003,0.7585,2.0,0.0,,,,,,,0.4
tollian01,31.0,5.673549217666865,0.5151812240047534,3.2205882352941178,,4.775,1.0499999999999998,0.6104674192909487,1.0740295107942168,,,20.975,7.9,0.46,0.41075,0.55275,4.0,0.0,11.49,,3.29,28.5,30.0,21.0,0.8
toneyse01,29.5,9.683449074074074,,3.8171296296296298,,2.7,,0.916087962962963,0.07118055555555555,2.640625,3.240162037037037,30.5,12.3,0.491,,0.725,2.0,0.0,,,,,,,-0.2
toolsan01,29.25,8.384265859858532,3.731463675213675,3.4299113063660482,,4.675,1.9,,,,,27.325,12.025,0.4795,0.424,0.76525,4.0,0.0,,,,,,,0.0
towerke01,29.25,3.896377224694104,0.06451612903225806,1.4830714682981092,,4.45,0.9,0.3530798109010011,0.5385376112347052,2.129032258064516,2.621246523915461,19.4,4.175,0.43275,0.0,0.5579999999999999,4.0,0.0,,,,,,,0.0
townska01,39.0,6.564102564102564,0.20512820512820512,3.435897435897436,2.358974358974359,6.7,1.1,0.4615384615384616,2.2564102564102564,1.358974358974359,2.948717948717949,21.1,10.3,0.5660000000000001,0.25,0.813,1.0,1.0,,,,,,,3.4
traylro01,30.33333333333333,9.293684746625924,0.029411764705882356,4.2038197097020635,,7.900000000000001,1.3333333333333333,1.1002037178507766,1.0211102622867327,2.6188311688311687,3.2168831168831167,23.6,12.766666666666666,0.563,0.0,0.5483333333333333,3.0,0.3333333333333333,,,,,,,1.2
trentga01,31.0,14.709315375982044,0.6992143658810326,7.739618406285072,,11.166666666666664,2.0,0.6329966329966329,1.1189674523007855,3.2760942760942764,2.1874298540965214,33.76666666666667,22.43333333333333,0.5846666666666667,0.16733333333333333,0.6866666666666666,3.0,0.0,,,,,,,0.8
trepaje01,26.5,8.52801724137931,1.9072249589490968,2.927545155993432,,5.15,1.375,1.8877257799671592,0.98440065681445,2.025314723590586,2.8051450465243573,31.066666666666666,10.5,0.459,0.271,0.65375,4.0,0.0,,,,,,,0.1
tripuke01,28.0,10.366373264980414,,5.262272089761571,,5.4750000000000005,,,,,,27.55,15.55,0.5485000000000001,,0.7929999999999999,4.0,0.0,,,,,,,0.5
tuckeal02,32.5,12.468946012544803,2.444388440860215,6.099630376344086,,5.775,1.625,0.7785618279569892,0.2201500896057348,,,32.425,16.525,0.4852499999999999,0.3,0.643,4.0,0.75,,,,,,,-0.1
tuckean01,28.25,8.79064039408867,0.3760262725779968,2.794334975369458,,4.725,4.025,,,,,25.6,10.425,0.48975,0.21366666666666667,0.64425,4.0,0.0,,,,,,,-0.2
tuckepj01,29.0,9.371874548345136,0.04663487016428194,4.893529893529894,,8.1,1.9666666666666668,1.2992885934062406,0.25615455027219736,,,28.8,13.4,0.5293333333333333,0.3335,0.7043333333333334,3.0,0.6666666666666666,,,,,,,2.7
tucketr01,28.75,10.975668103448276,,2.050064655172414,,3.425,,,,,,,12.525,0.49700000000000005,,0.7417500000000001,4.0,0.0,,,,,,,0.7
turiaro01,31.75,8.193708760997067,0.14172470674486806,7.081378299120235,,6.775,1.025,0.47913611925708705,1.4130467986314759,,,25.575,13.575,0.51925,0.1965,0.7115,4.0,0.75,11.5,,3.23,30.5,33.0,15.0,1.6
turnean01,33.0,9.035298430222527,,2.7288252544419525,,1.7,5.725,2.0655798976482087,0.09081565177390603,3.1366367661434067,2.075132252314416,32.95,10.85,0.48775,,0.76025,4.0,0.0,,,,,,,-0.2
turneev01,33.666666666666664,10.882856463501623,1.4655447236092398,5.138094105836042,2.0,6.9,4.2,1.589927170572332,0.7449737127156482,3.5360756651079233,2.7741935483870965,35.7,15.4,0.4973333333333334,0.379,0.747,3.0,0.0,11.06,,3.27,27.5,34.5,9.0,0.8
turnehe02,28.5,9.4334375,1.1425925925925926,3.5710300925925926,,5.4,1.475,,,,,26.4,11.425,0.4585,0.341,0.6565,4.0,0.0,,,,,,,-0.1
turneje01,29.25,8.612628750559786,,2.5559277089449504,,5.3,1.225,0.5267743112570699,0.19020666434459535,2.0424804282562903,3.2336698263422403,28.225,10.725,0.4915,,0.74625,4.0,0.0,,,,,,,0.4
turnejo01,25.66666666666667,13.976851851851851,1.7314814814814814,6.1836419753086425,,11.133333333333333,2.2666666666666666,0.6134259259259259,1.9425154320987648,2.4602623456790127,2.11304012345679,21.3,17.933333333333334,0.491,0.3425,0.5803333333333334,3.0,0.3333333333333333,,,,,,,-0.5
turnemy01,34.0,7.558823529411764,1.8235294117647056,3.294117647058824,1.2941176470588236,6.5,0.6,0.29411764705882354,2.617647058823529,1.3823529411764706,2.411764705882353,22.2,10.1,0.455,0.274,0.8390000000000001,1.0,0.0,,,,,,,1.6
turnewa01,37.75,6.117270567270568,0.7782465844965845,2.3286976536976534,,2.5250000000000004,3.225,1.5620353182853182,0.2407465844965845,1.7722007722007724,1.8262226512226511,17.9,7.725,0.49425,0.29100000000000004,0.615,4.0,1.0,,,,,,,-0.1
turpime01,30.75,8.427357233215867,,2.975431462907744,,5.9,,0.5774690521369839,1.8227511972530943,1.6548308032890575,2.6140552995391704,26.625,12.025,0.5795,,0.70025,4.0,0.0,,,,,,,0.0
tylerbj01,23.25,12.01843083387201,6.062095992243052,3.7770361990950225,,2.725,5.25,2.247115384615385,0.1803733031674208,3.320531674208145,1.7512443438914027,29.4,15.325,0.41425,0.31525000000000003,0.73425,4.0,0.25,,,,,,,-1.1
ubileed01,32.75,12.082331057422971,2.236510854341737,2.9429840686274518,1.0333333333333334,4.25,2.075,1.1900866596638655,0.7079000350140057,2.0503267973856207,1.2666666666666666,30.9,14.775,0.4965,0.34925,0.679,4.0,0.0,,,,,,,-0.1
udohek01,34.333333333333336,6.966468253968254,0.435978835978836,2.473809523809524,3.583333333333333,6.2666666666666675,1.4666666666666668,0.7688161375661376,2.827910052910053,1.7708333333333333,2.4166666666666665,35.1,8.299999999999999,0.4653333333333333,0.21466666666666664,0.6196666666666667,3.0,0.3333333333333333,11.15,,3.2900000000000005,31.0,33.5,10.0,0.7
udokaim01,22.5,6.925595238095237,1.9613095238095242,3.2172619047619047,,4.65,1.9,0.9345238095238096,0.2946428571428571,,,29.3,8.05,0.3215,0.2225,0.6605,2.0,0.0,,,,,,,2.0
ulisty01,36.0,8.544015444015443,3.3262548262548264,3.488416988416988,0.4876447876447877,2.4,5.3,1.2285714285714286,0.08416988416988416,1.4992277992277994,1.6710424710424712,30.3,11.45,0.42,0.3865,0.8320000000000001,2.0,1.0,10.8,2.88,3.2,32.5,38.0,,-0.3
upshake01,28.0,11.465567765567766,,3.7170940170940168,,2.9333333333333336,3.8333333333333335,1.6070818070818074,0.15946275946275945,2.521306471306472,2.9257020757020755,29.46666666666667,14.566666666666668,0.5023333333333334,,0.816,3.0,0.0,,,,,,,0.2
uzohbe01,35.25,10.168928472960731,3.4718352436094366,4.183048761274566,0.9714285714285714,5.0,3.0250000000000004,1.150115207373272,0.7062891409665604,2.409340659340659,1.7142857142857142,34.3,13.7,0.44875,0.35324999999999995,0.78025,4.0,0.0,,,,,,,0.1
valenda01,29.5,11.40247844827586,,6.387700123152709,,3.575,,,,,,33.025,15.425,0.47700000000000004,,0.72,4.0,0.0,,,,,,,0.4
valende01,36.0,9.253019205374892,4.603442928039702,2.0158759958208177,1.0765285577467243,5.975,4.575,0.92028898756403,0.2764246223499195,2.22223038468794,2.081185697908958,29.1,11.675,0.4395,0.3795,0.7557499999999999,4.0,0.0,10.51,3.22,3.46,27.0,32.0,,-0.2
vandeki01,28.25,7.9099767080745345,,3.289246894409938,,4.825,,,,,,23.85,11.55,0.5569999999999999,,0.7490000000000001,4.0,0.0,,,,,,,0.7
vandelo01,28.0,5.515210573476702,2.13142174432497,1.4818697729988053,,3.225,0.7,,,,,,7.1,0.51525,0.366,0.70775,4.0,0.0,,,,,,,-0.1
vanexni01,30.75,13.942204301075268,6.420751633986927,4.1037581699346415,,3.1,4.925000000000002,1.519449715370019,0.1366223908918406,2.07258064516129,1.6228652751423152,29.15,17.25,0.43625,0.365,0.7000000000000001,4.0,0.0,,,,,,,2.1
vanhoke01,30.5,13.903854166666667,4.152215909090909,5.328589015151515,,8.775,1.15,0.7153314393939394,1.0681439393939394,2.303020833333333,2.091477272727273,30.525,20.675,0.5227499999999999,0.40625,0.8465,4.0,0.75,,,,,,,1.4
vanteda01,28.0,9.675029868578257,2.8345280764635605,5.236260454002389,,5.65,3.6,2.197431302270012,0.278673835125448,3.2918160095579445,3.296594982078853,32.4,13.025,0.4255,0.3095,0.7275,4.0,0.0,,,,,,,-0.2
varnaja01,35.25,6.5507936507936515,0.028793183940242762,3.6192226890756296,2.9722222222222223,7.775,0.625,0.5375116713352007,3.9940943043884216,1.6149237472766884,2.4444444444444446,31.7,9.9,0.6047499999999999,0.16666666666666666,0.5742499999999999,4.0,0.0,11.61,,3.37,29.5,32.5,3.0,0.1
vasqugr01,34.0,13.00863254392666,5.140049656226127,3.906041507512096,1.1515151515151516,4.75,5.675,1.4065953654188947,0.28670741023682206,3.515329768270945,2.090909090909091,33.9,15.975,0.4275000000000001,0.32775,0.8260000000000001,4.0,0.5,,,,,,,1.4
vaughda02,30.33333333333333,11.179295856273544,0.4650101419878296,4.400125567468368,,9.966666666666667,0.9333333333333332,0.9338356032068,2.6453443446344056,2.8163575775137644,2.9520911813001063,30.899999999999995,14.3,0.4863333333333333,0.209,0.7490000000000001,3.0,0.0,,,,,,,-0.1
vaughja01,31.5,6.680005004483182,2.1634432929499345,3.801847488375002,,2.9250000000000003,6.425,1.29461861667744,0.12198010717934818,2.771978543278353,2.2316804637487757,30.375,9.65,0.457,0.3755,0.70775,4.0,1.0,,,,,,,0.0
vaughlo01,33.5,7.4632985986460865,0.08369659982563209,2.1408990525155134,,6.875,0.75,0.4749895026668034,0.5997186554438689,1.3345171547258834,2.7177816009795377,22.0,10.8,0.6085,0.2,0.7015,4.0,0.5,,,,,,,1.4
vaughra01,23.0,14.26086956521739,6.130434782608695,4.260869565217392,0.6086956521739131,4.8,1.6,0.7826086956521741,0.3478260869565217,2.1739130434782608,2.347826086956522,32.3,17.8,0.439,0.383,0.6940000000000001,1.0,0.0,11.4,3.1,3.21,28.0,34.0,5.0,-0.2
villach01,31.5,8.356854838709676,0.9591733870967742,3.2585685483870965,,6.800000000000002,1.0,0.4163306451612903,1.6693548387096775,,,22.35,11.25,0.5175000000000001,0.4335,0.6775,2.0,0.0,10.86,,3.3,26.0,31.0,11.0,1.4
vinceja01,28.5,13.83573311910353,,4.287675606641123,,6.3,,,,,,34.36666666666667,17.05,0.5205,,0.6465000000000001,4.0,0.0,,,,,,,-0.3
vincesa01,27.5,12.575790676090527,0.36666666666666653,5.365023738130935,,3.0000000000000004,,1.4426331477118584,0.16085171699864353,3.4131434282858577,2.6922021132291003,34.975,16.725,0.488,0.455,0.79425,4.0,0.0,,,,,,,0.4
vinsofr01,30.5,6.163793103448277,4.042564655172414,0.7424568965517241,,2.55,0.8500000000000001,,,,,19.3,7.25,0.389,0.3685,0.762,2.0,0.0,,,,,,,-0.1
vocega01,27.0,3.6843171296296298,,1.801373106060606,,4.775,,,,,,19.025,5.375,0.55625,,0.67775,4.0,0.0,,,,,,,0.0
vonleno01,30.0,7.2,1.1,4.466666666666667,2.3666666666666667,9.0,0.6,0.8666666666666667,1.3666666666666667,2.1333333333333333,2.7,26.5,11.3,0.523,0.485,0.716,1.0,0.0,11.45,3.29,3.28,31.0,37.0,,-0.2
voskuja01,34.5,4.2988871224165335,0.0,2.397040757334875,,6.35,0.875,0.6225731078672255,1.400154164860047,1.5796197266785499,3.0620915032679736,21.6,6.225,0.53325,,0.6527499999999999,4.0,0.0,,,,,,,0.4
vromaja01,31.5,9.688508064516126,0.2061491935483871,4.686491935483871,,9.5,2.05,1.21875,1.1179435483870968,,,30.6,13.2,0.5579999999999999,0.07150000000000001,0.5115000000000001,2.0,0.0,10.75,,3.25,29.5,33.5,12.0,-0.2
vucevni01,29.0,7.6064222790565506,1.2572037510656435,2.658425689116226,2.3142654163114518,7.466666666666668,1.0333333333333334,0.5069053708439898,1.0245524296675192,1.4048593350383631,2.3450412048877527,26.066666666666666,10.133333333333333,0.5289999999999999,0.19033333333333333,0.7826666666666666,3.0,0.0,12.02,,3.27,23.5,25.0,8.0,2.0
wadedw01,32.5,14.74715909090909,1.4791666666666663,6.1946022727272725,,6.449999999999998,3.9,2.310132575757576,1.2140151515151514,3.121212121212121,2.4015151515151514,30.65,19.65,0.494,0.332,0.7344999999999999,2.0,1.0,10.56,,3.08,31.5,35.0,9.0,9.7
wadema01,38.0,2.7236842105263164,,1.6052631578947367,,2.4000000000000004,,,,,,29.25,3.75,0.42700000000000005,,0.7304999999999999,2.0,0.0,,,,,,,0.0
wafervo01,30.5,8.709051724137929,4.890086206896552,1.953663793103448,,2.2,1.4,0.8922413793103449,0.21605603448275865,,,21.8,10.2,0.40299999999999997,0.361,0.6605,2.0,0.0,,,,,,,0.2
wagneda02,36.0,17.972222222222218,5.777777777777778,6.388888888888888,,2.5,3.6,1.1944444444444444,0.5555555555555556,2.9166666666666665,2.805555555555556,31.8,21.2,0.41,0.317,0.722,1.0,0.0,,,,,,,0.0
wagnemi01,35.5,10.17574213980464,0.1111111111111111,2.807747634310134,,2.4,2.95,0.949702380952381,0.342053952991453,2.519350961538461,2.2478785103785106,27.875,12.525,0.49825,0.5,0.74975,4.0,0.0,,,,,,,-0.1
waitedi01,35.5,7.618441971383147,2.777027027027027,2.300476947535771,0.41971383147853736,1.95,2.0,1.4642289348171702,0.2209856915739269,1.089825119236884,1.6089030206677266,20.200000000000006,9.6,0.4435,0.34600000000000003,0.7709999999999999,2.0,1.0,,,,,,,0.3
walkean02,34.5,10.272727272727273,1.5,2.9116161616161618,,6.45,2.15,1.2714646464646464,0.4684343434343434,2.1300505050505047,2.1199494949494953,20.75,11.5,0.441,0.2485,0.6715,2.0,1.0,,,,,,,5.0
walkebi01,31.0,12.548387096774194,3.6774193548387095,4.419354838709677,,6.3,1.9,0.8709677419354839,0.5483870967741935,2.6129032258064515,,27.3,16.1,0.465,0.307,0.737,1.0,0.0,,,,,,,0.4
walkeda01,30.0,10.6802125818811,,5.839105178593498,,5.133333333333333,2.733333333333333,2.5529106414534666,0.5497342726486221,3.8205907798788776,2.881411444815227,34.166666666666664,14.766666666666666,0.5163333333333333,,0.6323333333333333,3.0,0.0,,,,,,,3.5
walkeke01,33.0,10.078549968374446,,5.53914979970483,,7.175,1.4,0.8780307822053552,0.9200532363483028,1.3868595825426946,2.476518026565465,30.7,15.65,0.57675,,0.732,4.0,0.0,,,,,,,0.5
walkeke02,37.0,11.870875179340027,3.3880121154152723,5.680256655507732,1.1169296987087518,4.4,4.166666666666667,1.6641426218183748,0.2595249481906584,2.3377969073808385,1.5505738880918225,36.40000000000001,15.666666666666664,0.43366666666666653,0.3133333333333333,0.767,3.0,0.0,10.87,,3.16,32.0,39.5,7.0,4.4
walkesa01,25.0,9.738916256157637,0.1272577996715928,5.541871921182267,,7.35,1.2000000000000002,0.6978653530377668,2.3686371100164205,1.942528735632184,2.296387520525452,29.6,14.4,0.5734999999999999,0.16649999999999998,0.5755,2.0,0.5,,,,,,,1.1
wallabe01,31.0,10.451612903225808,,6.387096774193548,,10.0,0.75,1.0806451612903225,3.629032258064516,1.6935483870967742,2.0161290322580645,29.1,13.45,0.5225,,0.3905,2.0,0.0,,,,,,,5.9
wallage01,36.0,8.0,1.75,4.305555555555555,,6.0,1.5,1.1666666666666667,1.0277777777777777,2.3888888888888893,2.4166666666666665,22.9,9.8,0.438,0.175,0.568,1.0,0.0,,,,,,,4.3
wallajo01,31.75,11.278433151845132,0.7209013914095583,5.272232304900182,,8.375,2.0,1.1409104658197218,1.6423472474289171,3.129068360556564,2.6816394434361763,32.7,16.275000000000002,0.54225,0.1765,0.73025,4.0,0.75,,,,,,,-0.1
wallara01,34.5,8.638655462184873,0.058403361344537816,3.3735294117647063,,7.399999999999999,0.75,0.5928571428571429,2.2676470588235293,1.464705882352941,2.5542016806722687,25.6,13.05,0.629,0.16649999999999998,0.6174999999999999,2.0,0.0,,,,,,,4.5
walljo01,37.0,11.837837837837839,3.081081081081081,6.27027027027027,0.8108108108108109,4.3,6.5,1.7837837837837838,0.5135135135135135,4.027027027027027,1.945945945945946,34.8,16.6,0.461,0.325,0.754,1.0,1.0,10.84,,3.14,30.0,39.0,,3.9
walshma01,30.66666666666667,9.754619932039287,5.28960107992366,4.05532281338733,,4.366666666666666,2.966666666666667,1.34376018246986,0.29056695992179865,,,,14.2,0.4546666666666666,0.4013333333333333,0.7946666666666667,3.0,0.6666666666666666,,,,,,,0.0
waltere01,30.0,8.670882936507939,3.8402777777777777,2.952008928571429,,2.35,3.5250000000000004,1.037078373015873,0.1892361111111111,2.204985119047619,2.1630704365079367,24.025,12.75,0.474,0.3965,0.8527500000000001,4.0,0.5,,,,,,,0.1
waltolu01,32.25,7.8358200807204605,1.8247906689557545,3.1807099183759524,,5.225,4.625,1.1709078792807446,0.4465264600463842,2.652534938706665,1.8448766603415558,27.55,9.425,0.41575,0.27175000000000005,0.6859999999999999,4.0,1.0,,,,28.0,,12.0,1.3
wardch01,22.75,6.946174719887956,2.860740546218487,2.3363445378151257,,2.8000000000000003,4.550000000000002,2.6546918767507,0.2250175070028011,2.346376050420168,2.07296918767507,30.625,8.375,0.44475,0.336,0.63375,4.0,0.0,,,,,,,3.1
wareca01,32.75,11.029901960784313,4.560160427807487,4.396657754010695,0.4863339275103981,2.5500000000000003,4.175,1.556060606060606,0.11238859180035653,2.8099821746880567,2.2881758764111706,33.93333333333333,13.9,0.40175,0.32975000000000004,0.7729999999999999,4.0,0.0,,,,,,,0.0
warretj01,35.0,13.585714285714285,2.042857142857143,4.257142857142857,2.671428571428572,5.65,0.95,1.5,0.5142857142857142,1.6714285714285717,2.4857142857142858,31.2,18.5,0.5735,0.39299999999999996,0.616,2.0,0.0,11.1,3.04,3.26,27.0,35.5,,0.2
warrewi01,28.5,10.817460317460315,4.809523809523808,5.0515873015873005,0.6666666666666666,2.75,3.6,1.0694444444444444,0.051587301587301584,3.0158730158730163,2.2857142857142856,32.3,15.45,0.4555,0.3405,0.7879999999999999,2.0,0.5,11.21,,3.5,23.0,31.5,10.0,-0.1
warriha01,33.75,10.72563025210084,0.2977568446733532,6.028490105719707,,7.625,1.55,0.9693751694226076,0.9522160477094064,,,31.225,15.525,0.53825,0.1975,0.60575,4.0,0.75,,,3.22,33.0,38.0,11.0,0.0
washida01,36.5,10.697744360902256,3.3657894736842104,4.881954887218045,,3.2,3.45,1.4718045112781954,0.08233082706766917,,,30.8,14.4,0.4415,0.376,0.758,2.0,0.5,10.71,,3.26,29.0,37.5,9.0,-0.1
washidu01,31.5,6.1952332657200815,0.4137931034482759,2.436612576064909,,3.5,2.25,2.2063894523326573,0.127789046653144,2.9097363083164303,2.2809330628803246,28.3,7.5,0.4325,0.25,0.7935000000000001,2.0,0.0,,,,,,,-0.1
