Name,G,FGA,3PA,FTA,ORB,TRB.1,AST.1,STL,BLK,TOV,PF,MP.1,PTS.1,FG%,3P%,FT%,Years,AP,LAT,SR,TQS,SVL,MVL,MBP,VORP_Max
ellisda01,29.5,11.688633461047257,,4.320496088761175,,5.7,0.925,1.2854645593869731,0.27978128991060025,2.1084570561941254,2.6867536717752234,33.05,17.15,0.57425,,0.7675,4.0,0.0,,,,,,,2.3
ellisha01,30.0,,,,,,,,,,,,24.05,,,,4.0,0.0,,,,,,,0.8
ellisla01,24.25,10.442845117845117,0.4289562289562289,4.852946127946128,,11.05,1.45,0.9059764309764309,1.9627104377104376,2.787878787878788,3.2896464646464647,32.975,15.4,0.5694999999999999,0.562,0.6825000000000001,4.0,0.0,,,,,,,2.7
ellisle02,31.0,7.508928571428571,0.21875,3.0078125,,5.05,1.15,1.1551339285714286,1.2466517857142856,1.21875,2.8180803571428568,23.875,9.35,0.48475,0.13333333333333333,0.58125,4.0,0.5,,,,,,,0.0
ellispe01,34.0,10.996537870731421,0.04470046082949308,4.611361219425736,,8.475,2.35,1.2539229587616685,2.7699279215408255,2.365721375398795,3.050230414746544,31.9,15.875,0.57575,0.25,0.6862500000000001,4.0,0.25,,,,,,,3.2
elsonfr01,29.5,4.715277777777779,0.0,1.7042824074074074,,4.9,0.5,0.7581018518518519,1.1192129629629628,1.125,2.625,19.8,5.35,0.47200000000000003,,0.512,2.0,0.0,,,,,,,0.6
elyme01,31.0,11.157742459153747,0.024553571428571428,4.708663899944142,,7.525,1.15,0.7779486978075687,2.9204054514034348,2.4439716869152357,2.7819722280407757,32.65000000000001,15.95,0.5785,0.25,0.625,4.0,0.0,,,,,,,0.2
embiijo01,28.0,6.107142857142858,0.17857142857142858,5.107142857142857,2.321428571428572,8.1,1.4,0.8928571428571429,2.571428571428572,2.357142857142857,3.3571428571428568,23.1,11.2,0.626,0.2,0.685,1.0,1.0,,,,,,,1.1
emmetan01,32.0,13.522977941176471,1.3826155462184877,4.730238970588236,,5.85,1.55,1.2494747899159664,0.32845325630252103,,,31.825,17.200000000000006,0.48475,0.314,0.6875,4.0,0.0,,,,,,,0.0
engliaj01,30.0,14.116713014460512,3.3092602892102336,6.171014089729329,,4.175,3.575,1.0441230997404525,,,,,20.0,0.4795,0.4565,0.7689999999999999,4.0,0.0,,,,,,,-1.0
englial01,27.75,14.368511676701331,,3.5687260536398466,,9.6,1.0,,,,,37.1,17.875,0.537,,0.659,4.0,0.0,,,,,,,1.0
englijo01,28.75,10.127886002886004,3.1966991341991333,3.122564935064935,,3.2,2.225,,,,,28.525,12.475,0.45075,0.3325,0.642,4.0,0.0,,,,,,,0.0
engliki01,35.25,8.7890645731977,4.3350287483414425,2.9740159221583373,0.726890756302521,3.075,1.4500000000000002,1.0861344537815123,0.20068553737284384,1.6927134011499338,1.9277310924369748,27.76666666666667,11.25,0.41675,0.392,0.7265,4.0,0.5,10.59,,3.33,29.0,36.5,,-0.2
ennisty01,34.0,10.588235294117649,2.5,4.382352941176471,0.7941176470588235,3.4,5.5,2.088235294117647,0.17647058823529413,1.7058823529411764,2.0294117647058822,35.7,12.9,0.411,0.353,0.765,1.0,1.0,11.12,2.84,3.3,29.0,36.0,,-0.4
eschmev01,28.0,9.316730523627076,0.0,7.6657088122605375,,8.875,1.825,0.8186462324393359,1.1698595146871007,2.405278842060451,3.4916985951468704,28.566666666666666,16.1,0.59175,,0.634,4.0,0.0,,,,,,,0.3
evansbr01,31.0,10.352295613585936,3.7298173749786656,3.8582351937190653,,6.125,2.725,1.0195511179382146,0.4464072367298173,1.8356289469192693,1.9482420208226656,29.525,13.95,0.4455,0.405,0.777,4.0,0.5,,,,,,,0.0
evansje01,33.5,4.973805147058823,0.2431066176470588,2.1732536764705883,2.9705882352941178,5.875,0.525,0.6263786764705883,1.6672794117647058,1.0392156862745097,2.8823529411764706,26.5,7.925000000000002,0.638,0.41775,0.68075,4.0,0.0,,,,,,,0.6
evansma01,31.0,13.126954007409415,5.721198156682028,4.261046354025481,,4.8,1.4,1.0277627179904218,0.5645613083943255,,,32.65,16.76666666666667,0.428,0.37966666666666665,0.7406666666666667,3.0,0.3333333333333333,10.08,,3.12,34.5,37.5,22.0,1.4
evansre01,34.5,9.6718487394958,0.028991596638655463,9.38403361344538,,11.5,1.4500000000000002,1.2369747899159664,0.55,3.339075630252101,3.0281512605042016,34.45,15.25,0.4855,0.5,0.6245,2.0,0.5,,,,,,,0.9
evansty01,37.0,13.648648648648651,3.3513513513513518,5.243243243243243,,5.4,3.9,2.081081081081081,0.7837837837837838,3.5945945945945947,,,17.1,0.455,0.274,0.711,1.0,1.0,11.81,,3.17,28.5,34.0,7.0,2.6
ewingda01,34.5,9.07062127062127,4.0192465192465185,2.9445477945477943,,2.8,2.15,1.3905288405288403,0.1772902772902773,,,27.8,11.6,0.43825,0.40375,0.73525,4.0,1.0,,,,,,,-0.4
ewingpa01,35.75,9.730574324324325,,5.236486486486486,,9.225,0.875,1.1801097972972974,3.442989864864865,2.2882179054054053,3.053631756756757,30.825,15.35,0.621,,0.635,4.0,0.0,,,,,,,5.2
ewingpa02,31.75,3.0340642003928004,0.6488880034772531,1.5419644869442029,,3.425,0.975,0.6369751923758009,0.5941313306931968,1.5882352941176472,,,4.25,0.5165,0.515,0.5619999999999999,4.0,0.5,,,,,,,0.0
ezelife01,30.25,4.8259210680293325,0.0,3.859849186690592,2.0387443438914024,4.5,0.15000000000000002,0.3341858129193322,1.6726514959432048,1.6351834334529567,2.8000565610859725,19.8,7.675000000000002,0.5545000000000001,,0.5335,4.0,0.0,12.35,,3.29,34.0,33.5,18.0,0.4
farieke01,34.0,10.064087301587303,0.0882936507936508,5.460119047619048,4.971428571428572,12.125,0.8250000000000001,1.6591269841269842,1.7365079365079366,2.2126984126984133,3.185714285714286,32.5,14.65,0.5647500000000001,0.21666666666666667,0.58225,4.0,0.0,11.35,,3.26,30.5,35.0,16.0,2.4
farmajo01,33.0,10.710158434296364,4.312674743709226,4.061043802423113,,3.05,5.199999999999998,1.2609506057781918,0.1733457595526561,,,32.4,13.35,0.4105,0.333,0.759,2.0,0.5,11.07,,3.17,33.5,42.0,11.0,1.2
farmede01,30.25,10.770804531490016,5.0891417050691246,3.978076996927804,,3.875,1.6,0.8471198156682027,0.09219950076804916,,,27.3,13.5,0.41925,0.345,0.7155,4.0,0.0,10.89,,3.2,24.0,31.0,12.0,0.0
farmeji01,27.75,7.5681818181818175,2.8181818181818183,2.634469696969697,,3.05,1.45,0.6950757575757576,0.05303030303030303,1.4299242424242424,2.147727272727273,23.075,9.35,0.4285,0.387,0.71575,4.0,0.0,,,,,,,-0.1
farmeto01,21.33333333333333,6.030987394957982,0.33876050420168063,3.339110644257703,,4.7,0.7333333333333334,0.7606792717086833,0.3797268907563025,1.7941176470588236,2.9007352941176467,17.900000000000006,7.8,0.4303333333333334,0.07766666666666668,0.6253333333333333,3.0,0.3333333333333333,,,,,,,0.4
favorde01,36.0,8.13888888888889,0.027777777777777776,3.9722222222222223,3.0,8.4,1.0,0.8888888888888888,2.055555555555556,2.5,2.6111111111111107,27.5,12.4,0.611,0.0,0.629,1.0,0.0,11.74,,3.25,31.5,35.5,14.0,2.6
fazekni01,32.75,12.98107453208556,2.60012811942959,5.14303420231729,,9.625,1.325,0.7488302139037433,1.4681790329768272,,,30.125,18.875,0.5317500000000001,0.35150000000000003,0.8135,4.0,0.5,,,,,,,0.1
feickja01,26.5,4.5078125,0.7217261904761906,2.1205357142857144,,6.05,1.025,0.5491071428571428,0.3203125,1.1930803571428572,1.6629464285714286,20.45,5.85,0.4335000000000001,0.10266666666666667,0.484,4.0,0.0,,,,,,,0.5
feitlda01,31.25,8.569931184059731,,3.8486502258401583,,5.775,1.025,0.3019442899517983,1.0825140834091749,1.6497436650992685,2.8839406474365465,24.975,11.4,0.4965000000000001,,0.72375,4.0,0.0,,,,,,,-0.3
feldeka01,33.666666666666664,12.77806637806638,4.068398268398268,6.150360750360751,0.6617604617604618,4.333333333333333,7.7666666666666675,1.6167388167388168,0.1878787878787879,3.4660894660894663,2.8389610389610387,35.86666666666667,17.333333333333332,0.4213333333333333,0.3386666666666667,0.8099999999999999,3.0,0.0,11.52,2.9,3.15,35.5,44.0,,-0.3
felixca01,31.33333333333333,7.803831417624521,3.203503010399562,2.5833607006020802,1.2856595511767928,4.566666666666666,1.3,0.9995621237000548,0.7687465790914066,1.714942528735632,2.3509578544061305,27.566666666666666,9.9,0.43733333333333335,0.2976666666666667,0.7183333333333334,3.0,0.0,11.160000000000002,3.09,3.25,32.0,38.5,15.0,0.0
felixno01,32.0,4.612267634326456,0.2516392920804685,1.4298605805958746,,3.725,0.425,0.5150241914947797,0.8823370257193786,,,17.475,5.5,0.504,0.10133333333333333,0.5815,4.0,0.0,,,,,,,-0.2
feltora01,33.666666666666664,9.653968253968252,4.5547619047619055,3.4931216931216933,,4.133333333333333,6.900000000000001,1.9111111111111112,0.2653439153439154,,,33.9,12.433333333333332,0.4243333333333333,0.37033333333333335,0.7346666666666667,3.0,0.0,10.5,,3.06,29.0,33.5,6.0,2.4
ferredu01,31.75,10.648706896551724,0.4773706896551724,3.991585319472617,,5.375,2.275,0.9420005070993916,0.4040948275862069,2.2844510649087217,2.4927262931034484,31.45,14.425,0.5375,0.34299999999999997,0.7225,4.0,0.0,,,,,,,0.5
ferryda01,35.75,11.953300865800864,2.683982683982684,3.906114718614719,,7.074999999999998,3.625,1.185741341991342,0.5068993506493507,2.8154491341991346,2.7491612554112552,30.425,15.4,0.47675,0.39033333333333337,0.7639999999999999,4.0,0.25,,,,,,,1.3
fieldla01,32.25,8.308873663101604,2.3312778520499107,3.32425635026738,2.53125,4.975,1.6,0.8489276960784313,0.4140290775401071,1.7549576648841356,2.03125,36.3,10.725,0.42825,0.34074999999999994,0.65575,4.0,0.25,,,,,,,1.7
finlemi01,28.75,14.779052709948152,5.583142424563448,5.200794827880478,,5.65,3.25,1.481551003172249,0.6741860444585694,2.767476796675907,2.5475789530989754,34.45,18.825000000000006,0.44125,0.34299999999999997,0.768,4.0,0.0,,,,,,,3.8
fishede01,28.0,9.344708994708995,2.9327380952380957,4.773875661375661,,4.25,4.175,1.6369708994708994,0.10925925925925924,2.4289682539682538,2.559126984126984,32.525,12.375,0.4154999999999999,0.368,0.75425,4.0,0.0,,,,,,,1.6
fishma01,28.0,8.357142857142856,,3.464285714285714,,7.266666666666667,0.9333333333333336,0.8214285714285715,1.0238095238095235,2.023809523809524,3.5119047619047623,24.26666666666667,12.033333333333333,0.5883333333333333,,0.5853333333333334,3.0,0.0,,,,,,,0.1
fitchge01,31.75,8.090591696448694,4.017953733217425,2.9240497923307256,,4.225,1.825,1.2506721079236294,0.09888236903956983,,,26.4,11.05,0.45325,0.39225,0.7277499999999999,4.0,1.0,,,,,,,-0.1
fizerma01,32.333333333333336,13.807507507507507,0.7117117117117117,6.286486486486486,,7.333333333333332,0.9333333333333336,0.9390390390390391,0.9069069069069068,2.173873873873874,2.691891891891892,32.8,18.566666666666666,0.502,0.19033333333333333,0.6946666666666665,3.0,0.0,,,,,,,-0.1
flemive01,31.25,11.004206198608477,,4.262001897533207,,3.8,3.225,1.6417773561037317,0.11777356103731815,2.53758697027198,2.6051549652118915,34.6,14.15,0.5035000000000001,,0.70175,4.0,0.0,,,,,,,2.0
florelu01,29.75,12.611531331108642,3.632971820541342,6.0196978123841305,,3.7,1.925,1.4585836114200963,0.17564886911383018,,,30.575,17.975,0.45399999999999996,0.33975,0.8415,4.0,0.0,10.97,,3.1,29.0,32.0,15.0,-0.1
floydsl01,32.5,14.120165424044735,,4.854154531686858,,3.7,2.75,,,,,33.425,17.75,0.49525,,0.774,4.0,0.0,,,,,,,0.8
flynnjo01,36.5,12.206015037593984,4.168421052631579,5.041729323308272,,2.7,6.0,1.4676691729323308,0.16466165413533834,3.0545112781954886,,,16.549999999999994,0.4595,0.3325,0.7805,2.0,0.5,10.86,,3.23,33.0,40.0,10.0,-0.4
fontais01,27.5,13.469489247311827,4.1455320726733405,5.085970522803113,,4.675,2.6,,,,,35.4,19.1,0.4825,0.45625,0.75775,4.0,0.0,,,,,,,-0.2
footeje01,29.0,7.132712322465642,0.0,4.199729745270542,2.264705882352941,7.2,2.033333333333333,0.4267149675119315,1.7603645563797368,1.9642918751078144,2.3823529411764706,27.9,10.666666666666666,0.5696666666666667,,0.5986666666666667,3.0,0.0,,,,,,,-0.1
forbega01,32.25,10.395975887911373,3.141919051471332,3.940660076853069,,5.35,1.975,0.9166786047347782,0.6844227873844113,3.138888888888889,,,12.35,0.43275,0.2985,0.613,4.0,0.0,11.45,,3.25,27.5,33.5,13.0,0.0
fordal01,27.25,22.65099715099715,9.041666666666666,7.082646520146519,,5.45,3.075,2.1051332926332926,0.25852157102157103,2.787952787952788,2.3638329263329263,32.77500000000001,29.025,0.4535,0.33675,0.7625,4.0,0.0,,,,,,,0.0
fordal02,26.0,8.461538461538463,1.3076923076923077,5.115384615384615,,5.9,0.7,0.19230769230769232,0.7307692307692307,2.5384615384615383,3.7307692307692313,25.5,10.8,0.4320000000000001,0.265,0.609,1.0,0.0,11.7,,3.16,34.5,36.5,21.0,-0.1
fordsh01,29.33333333333333,18.750053214133672,3.374228395061728,5.398693593018304,,9.233333333333334,1.2666666666666668,,,,,34.300000000000004,23.1,0.4823333333333333,0.3413333333333333,0.6976666666666667,3.0,0.0,,,,,,,-0.1
fordsh02,29.5,6.9667410714285705,0.041294642857142856,3.783854166666667,,6.45,0.6,0.5114583333333333,1.4889880952380952,,,23.925,9.7,0.55475,0.0,0.53225,4.0,0.0,11.92,,3.2,28.5,37.0,9.0,0.0
fordtj01,33.0,10.530303030303033,1.5303030303030305,5.03030303030303,,3.85,8.0,2.090909090909091,0.13636363636363635,3.6060606060606064,2.6363636363636367,33.0,12.9,0.407,0.2085,0.7975,2.0,0.5,,,,,,,1.5
fortejo01,34.5,15.357323232323232,4.378787878787879,3.988636363636364,,5.8,3.05,1.7651515151515151,0.3901515151515152,2.4532828282828283,1.9924242424242424,33.95,18.8,0.4545,0.368,0.8025,2.0,0.0,11.51,,3.19,26.5,33.0,10.0,-0.1
fortsco01,23.5,13.730842911877394,3.946360153256705,6.409003831417625,1.3888888888888888,5.35,5.800000000000002,1.2634099616858236,0.13505747126436782,4.762452107279693,2.6111111111111107,33.3,16.35,0.3925,0.3115,0.6809999999999999,2.0,0.0,,,,,,,-0.1
fortsda01,33.333333333333336,11.611705288175877,0.03000594177064765,7.709447415329769,,8.766666666666666,1.2,0.9096850861556744,0.4102792632204397,2.5837789661319066,3.4494949494949503,26.93333333333333,18.83333333333333,0.5643333333333334,0.0,0.7363333333333334,3.0,0.0,,,,,,,0.1
fostegr01,25.0,6.952793678096097,0.05048076923076923,2.5517884333408527,,5.375,0.925,0.24503193379201446,1.1372765339499211,1.7422597563726596,2.844973071283555,23.725,8.375,0.4937500000000001,0.0,0.5985,4.0,0.0,,,,,,,0.0
fosteje01,27.75,7.031451307313378,0.03547745358090186,3.903633004926108,,8.350000000000001,1.175,0.8830286093217128,0.99104774535809,1.7498579007199695,3.0791256157635463,23.075000000000006,9.7,0.49625,1.0,0.609,4.0,0.0,,,,,,,2.1
fowlktr01,24.0,9.965574548907883,2.1024157169990505,5.4750712250712255,,8.033333333333333,0.8333333333333334,0.9937084520417856,0.4194859924026591,2.169515669515669,1.9601139601139599,26.45,13.133333333333333,0.448,0.25533333333333336,0.6553333333333334,3.0,0.0,,,,,,,0.1
foxri01,35.0,8.713632750397457,2.8385930047694754,2.6657619804678627,,4.225,2.3,1.4058028616852145,0.310419032477856,2.4187542584601407,2.8835680218033164,22.675,12.15,0.5465,0.39025,0.7072499999999999,4.0,0.0,,,,,,,3.1
foyera01,32.75,13.026315284178187,4.92231990120095,3.7837690703114086,,4.75,3.15,1.506714975212959,0.3963460934227063,,,31.225,14.95,0.3952500000000001,0.32275,0.7839999999999999,4.0,0.5,10.53,,3.23,32.0,38.0,14.0,1.8
foylead01,29.0,15.013409961685824,0.17672413793103448,8.252736726874659,,12.7,1.5333333333333332,0.7009031198686371,5.672742200328408,3.792090859332239,2.4437876299945263,36.56666666666667,20.53333333333333,0.547,0.07150000000000001,0.49200000000000005,3.0,0.0,,,,,,,1.6
frahmri01,32.5,8.86000481000481,4.9050505050505055,2.50040885040885,,3.65,1.8,0.6718614718614718,0.12316017316017315,1.3382716049382717,1.112522045855379,25.133333333333336,12.0,0.44225,0.42325,0.7915,4.0,0.0,,,,,,,0.1
francst01,34.0,11.529411764705882,3.4117647058823533,4.617647058823528,,4.5,4.5,2.794117647058824,0.17647058823529413,3.0,2.794117647058824,30.7,17.0,0.523,0.388,0.79,1.0,1.0,,,,,,,7.0
frankja01,28.33333333333333,9.10565476190476,3.5,4.634424603174604,1.4151785714285714,6.433333333333334,1.7666666666666666,0.9176587301587302,0.5585317460317459,2.341765873015873,1.9940476190476195,23.83333333333333,12.433333333333332,0.44799999999999995,0.31,0.7033333333333335,3.0,0.0,,,,,,,0.0
frankte01,30.5,8.42504873294347,,2.983723196881092,,5.25,1.4500000000000002,0.7853801169590644,0.4762183235867447,1.8702729044834308,2.9994639376218317,,10.125,0.45399999999999996,,0.6904999999999999,4.0,0.0,,,,,,,0.2
fraziti01,32.75,8.939264112903226,1.7330704459203037,4.1526180028463004,0.8067481024667932,3.825,4.775,1.4262926944971537,0.1443459440227704,2.61282910341556,2.5446216793168883,30.375000000000004,11.25,0.41700000000000004,0.331,0.7502500000000001,4.0,0.0,,,,,,,0.1
fredean01,31.0,8.46875,,3.107291666666667,,7.050000000000002,2.05,1.30625,2.33125,2.4875,3.225,31.65,10.6,0.525,,0.5770000000000001,2.0,0.0,,,,,,,-0.2
fredeji01,34.75,13.137871045223987,5.346218315335962,5.081729571435454,0.6919713831478538,2.65,3.7,1.2041966909613968,0.08767730679495385,2.5057552013434368,1.1915739268680443,33.45,18.55,0.44925,0.3885,0.87175,4.0,0.0,,,,,,,0.0
freijma01,30.25,11.535566694241266,4.217118200685011,4.573121662022524,,4.825,0.925,0.6399891515732032,0.5991152545570648,,,28.525,15.45,0.45525,0.35925,0.7865,4.0,0.0,11.15,,3.25,29.5,31.0,13.0,-0.2
fryech01,33.25,9.476581544780077,0.16434403153153154,3.643648979862215,,7.325000000000001,1.2999999999999998,0.6364252119766826,1.9357213831478537,,,27.65,13.45,0.5664999999999999,0.25866666666666666,0.75225,4.0,1.0,11.6,,3.38,27.5,31.0,19.0,3.2
fulleto02,28.75,10.080376344086023,0.4541816009557945,4.273626045400238,,7.6,0.975,0.2463859020310633,1.2590203106332138,1.4491636798088412,1.710244922341697,27.1,13.575,0.4910000000000001,0.21800000000000005,0.7915,4.0,0.0,,,,,,,-0.2
fundela01,26.66666666666667,11.16375740701078,0.17426108374384236,3.9559684443492538,,6.633333333333333,1.0,0.5938280859570214,1.692832155350896,1.719640179910045,1.7492503748125936,29.866666666666664,14.566666666666668,0.5419999999999999,0.3095,0.6233333333333334,3.0,0.0,,,,,,,0.4
gadzuda01,30.5,8.100378787878789,0.007575757575757577,3.4287405303030303,,6.525,0.625,0.7485795454545454,1.4933712121212122,1.7599431818181817,2.8072916666666665,23.875,10.425,0.54825,0.0,0.45275,4.0,0.5,,,,,,,0.9
gaide01,25.0,9.96889367816092,2.2093103448275864,3.6903376436781614,,7.15,0.8999999999999999,0.5687140804597701,4.3576293103448265,,,29.925,12.75,0.47225,0.33425,0.7374999999999999,4.0,0.0,12.51,,3.27,31.5,35.5,11.0,0.0
gaineco01,27.25,5.4411504154447705,2.677419354838709,2.705637524437928,,1.475,3.625,0.8503635141739979,0.07232862903225806,2.088335471652004,1.7786687438905182,18.075,7.675,0.48975,0.506,0.6839999999999999,4.0,0.0,,,,,,,0.1
gainere01,31.25,11.152839381720431,4.658081317204301,4.834173387096773,,3.4,3.825,1.5328461021505375,0.22390793010752688,2.6554603494623654,2.5243951612903226,31.55,15.475,0.4505,0.3765,0.7444999999999999,4.0,0.25,,,,,,,-0.1
gainesu01,30.75,9.973199210239653,3.2219566993464053,4.627233115468409,,5.425,3.825,2.122140522875817,0.20863289760348586,2.617647058823529,,,11.9,0.413,0.29600000000000004,0.5905,4.0,0.0,,,,,,,0.2
gallach01,31.0,11.834911616161616,0.1743213383838384,3.9078282828282833,,7.2,1.05,0.5723905723905724,1.4497316919191918,2.418297558922559,3.1526725589225584,31.65,15.95,0.55,0.5823333333333334,0.695,4.0,0.0,,,,,,,0.0
gallola01,33.25,11.278436942959,6.0567485516934045,3.0505653966131914,0.976242201426025,4.475,2.25,1.290051247771836,0.4943599598930482,1.1775707442067735,2.456467245989305,35.475,14.95,0.43625,0.42375,0.8175,4.0,0.0,,,,,,,0.8
gamblke01,32.5,5.523809523809524,2.1714285714285717,1.5809523809523809,,3.1,1.15,0.7761904761904761,0.10238095238095238,0.9904761904761904,1.6880952380952379,16.75,7.25,0.509,0.329,0.6985,2.0,0.0,,,,,,,2.8
garceru01,32.5,7.140476190476191,0.0,2.2,,7.65,0.7,,,,,24.1,8.3,0.515,,0.4085,2.0,0.0,,,,,,,0.0
garcifr01,32.666666666666664,10.549028822055137,5.002349624060152,3.7157738095238098,,3.8666666666666667,3.566666666666667,1.4808897243107768,1.3602756892230576,,,28.03333333333333,14.433333333333332,0.4523333333333334,0.3720000000000001,0.855,3.0,0.6666666666666666,10.63,,3.33,27.5,31.5,5.0,1.4
gardnth01,29.66666666666667,10.351731601731602,5.979797979797978,2.3459595959595956,,2.6333333333333333,1.5,0.7103174603174603,0.03391053391053391,,,27.4,12.066666666666668,0.38833333333333336,0.33,0.816,3.0,0.0,,,,,,,-0.1
garlawi01,33.0,14.967830882352944,3.3235294117647056,4.640625,,3.05,4.35,2.1443014705882355,0.2417279411764706,2.5257352941176467,2.2711397058823533,32.15,18.85,0.48200000000000004,0.504,0.7615,2.0,0.0,,,,,,,0.4
garnech01,30.75,6.323024532393602,1.9022680039757842,1.6780947863016171,,3.075,5.15,,,,,31.675,6.8500000000000005,0.42700000000000005,0.25925,0.598,4.0,0.25,,,,,,,-0.3
garnema01,26.5,9.290922873422874,4.957688237688237,3.0879293854293857,,3.3,1.45,0.925925925925926,0.1851851851851852,,,28.775,12.65,0.44225,0.39575,0.7742499999999999,4.0,0.0,,,,,,,-0.2
garrede01,31.5,10.357505070993916,,3.860040567951319,,8.5,0.5,0.5431034482758621,3.074543610547668,1.1891480730223123,2.7667342799188646,30.5,13.75,0.5385,,0.6659999999999999,2.0,0.0,,,,,,,1.1
garredi02,32.0,9.6875,2.578125,2.7421875,0.390625,2.825,4.75,1.1953125,0.15625,2.828125,1.84375,34.15000000000001,10.65,0.40225,0.27775,0.73125,4.0,0.0,,,,,,,-0.2
garriki01,29.0,12.002885944700461,4.445525633640552,6.3281177995391715,,3.3,4.275,1.4112154377880184,0.024553571428571428,2.2840797811059907,2.1951224078341007,32.675,16.65,0.41125,0.35775,0.8322499999999999,4.0,0.25,,,,,,,-0.1
garripa01,27.75,13.780555555555555,2.4888888888888894,5.883333333333334,,6.9750000000000005,1.975,0.7546296296296297,0.5768518518518518,2.9197530864197527,2.8419753086419752,31.96666666666667,18.725,0.4910000000000001,0.354,0.7444999999999999,4.0,0.0,,,,,,,1.3
garrito01,30.0,9.783333333333333,1.802380952380952,3.650396825396825,,3.7,3.3000000000000003,1.6769841269841268,0.3553571428571428,2.198875661375661,2.7024470899470896,29.9,12.5,0.4745,0.4375,0.7742500000000001,4.0,0.0,,,,,,,0.2
gatlich01,28.33333333333333,13.5857965337132,0.03125,7.077665004748338,,10.033333333333333,0.9333333333333332,1.718008072174739,2.2667082146248814,2.8748219373219377,3.3260030864197527,31.33333333333333,21.3,0.6053333333333333,0.0,0.6886666666666668,3.0,0.0,,,,,,,0.7
gattike01,30.5,9.32174638487208,,4.5191879866518345,,7.899999999999999,0.65,0.8948832035595106,1.0094549499443826,2.0553392658509453,2.6165183537263625,28.75,13.25,0.5429999999999999,,0.6595,4.0,0.0,,,,,,,0.8
gayru01,32.0,10.764418377321602,2.301075268817204,3.80058651026393,,5.9,1.8,1.2820136852394917,1.7394916911045943,,,29.8,13.5,0.4615,0.3925,0.72,2.0,0.0,11.03,,3.32,33.0,40.5,9.0,2.6
gazean01,38.0,8.789473684210527,5.815789473684211,2.9736842105263164,,4.5,2.9,,,,,32.6,13.6,0.509,0.425,0.726,1.0,0.0,,,,,,,0.0
gbinimi01,30.0,6.7369257802694325,3.0569896521908904,2.3427941873762306,0.7821381753270299,2.925,2.325,1.1629368532619306,0.2357996541433074,1.4730559506875296,2.0239268680445157,23.325,8.825,0.4627500000000001,0.38325,0.72,4.0,0.5,11.0,3.19,3.12,33.5,37.5,,-0.1
gearyre01,31.75,5.662142158916353,2.5569281524926684,1.9706395754782848,,3.075,4.375,1.6170227621840525,0.5518642647674905,2.4354349951124146,2.781921170227622,27.65,6.9,0.4295,0.32425,0.55575,4.0,1.0,,,,,,,-0.1
geeal01,32.0,10.372334738514175,2.7585761852394914,3.9734008431085046,,5.675,1.325,1.1592971041055715,0.43593444525904207,2.0951704545454546,,,12.675,0.45225,0.327,0.617,4.0,0.0,,,,,,,0.7
geigema01,30.0,8.431944444444445,0.1037037037037037,3.3175925925925926,,6.1000000000000005,1.0,0.4683201058201058,1.0310185185185186,2.3232142857142857,3.0493386243386245,25.55,11.375,0.5442499999999999,0.0,0.6812499999999999,4.0,0.0,,,,,,,1.5
georgde01,24.0,15.913335488041373,4.309553975436328,6.934229153199742,,8.75,1.625,1.5914350355526827,1.838450226244344,2.132941176470588,2.719896574014221,30.875,22.7,0.5045,0.35775,0.7347500000000001,4.0,0.0,,,,,,,1.2
georgpa01,31.5,11.449797160243408,4.952839756592292,4.2170385395537515,1.8965517241379308,6.7,2.45,1.9710953346855984,0.9137931034482758,2.7824543610547674,2.896551724137931,33.2,15.55,0.447,0.4,0.8029999999999999,2.0,0.0,,,,,,4.0,5.0
georgta01,32.0,7.758417098312733,0.8867170703034081,3.2748548249022638,,3.35,5.325,1.5471646474967158,0.2311933156335433,2.31287353986595,2.5640274451944283,31.75,9.675,0.445,0.3095,0.7727499999999999,4.0,0.0,,,,,,,0.0
gervide01,26.66666666666667,14.73074074074074,,6.157442680776013,,8.533333333333333,,0.9239858906525574,0.8047266313932979,2.3493827160493828,3.1212169312169316,,20.9,0.5436666666666666,,0.7693333333333334,3.0,0.0,,,,,,,0.1
gibsoda01,34.0,10.496948561464693,6.594594594594594,3.4934612031386223,,3.6,3.5,1.5492589363557103,0.2911944202266783,,,33.0,13.8,0.411,0.389,0.7390000000000001,2.0,0.5,,,,,,,0.9
gibsota01,35.0,8.224375024375023,0.0,4.5812721812721815,,8.5,1.3666666666666665,0.7363129363129364,2.4224874224874227,2.255844155844156,,,12.433333333333332,0.5796666666666667,,0.6253333333333334,3.0,0.0,11.56,,3.41,25.5,30.0,12.0,1.7
giddejr01,30.5,11.028846153846152,4.812995337995337,2.5638111888111887,,5.675000000000002,1.9,0.9577505827505828,0.7553030303030304,2.212121212121212,,29.0,13.375,0.45899999999999996,0.3445,0.6307499999999999,4.0,0.5,,,,,,10.0,0.0
gildetr01,30.0,9.895622895622896,1.5235690235690236,5.131313131313132,,4.75,1.45,1.2575757575757576,0.6296296296296295,2.696969696969697,,,14.3,0.504,0.2815,0.7869999999999999,2.0,0.0,,,,,,,0.0
gilled01,30.5,10.818722943722944,5.611471861471862,4.771103896103896,,5.15,5.7,2.9404761904761907,0.2943722943722944,3.4642857142857144,2.4274891774891776,35.35,15.15,0.41,0.3875,0.8675,2.0,0.0,11.12,,3.18,35.0,38.5,13.0,0.2
