Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
21,STJOSEPHS,36,1254,115,227,0,0,133,248,,418,31,13,109,,,363,.507,,.536,34.8,10.1,11.6,0.9,2004-05,j/jonesdw02
,,98,2753,244,467,0,0,206,426,,831,68,41,232,,,694,.522,,.484,28.1,7.1,8.5,0.7,Career,j/jonesdw02
18,STBONNY,27,802,74,176,9,40,82,114,,133,96,53,12,102,100,239,.420,.225,.719,29.7,8.9,4.9,3.6,1991-92,v/vanteda01
19,STBONNY,27,913,111,253,21,60,115,156,,159,116,66,4,98,93,358,.439,.350,.737,33.8,13.3,5.9,4.3,1992-93,v/vanteda01
20,STBONNY,27,891,108,271,23,72,96,137,,169,95,53,8,78,89,335,.399,.319,.701,33.0,12.4,6.3,3.5,1993-94,v/vanteda01
21,STBONNY,31,1026,176,396,53,154,137,182,,169,94,75,7,89,85,542,.444,.344,.753,33.1,17.5,5.5,3.0,1994-95,v/vanteda01
,,112,3632,469,1096,106,326,430,589,,630,401,247,31,367,367,1474,.428,.325,.730,32.4,13.2,5.6,3.6,Career,v/vanteda01
18,IOWA,20,,9,29,1,1,7,13,,11,10,1,2,,13,26,.310,1.000,.538,,1.3,0.6,0.5,1982-83,l/lohaubr01
19,IOWA,28,626,78,193,,,35,52,,146,28,11,12,42,62,191,.404,,.673,22.4,6.8,5.2,1.0,1983-84,l/lohaubr01
21,IOWA,32,407,44,102,,,27,34,,101,13,17,17,34,38,115,.431,,.794,12.7,3.6,3.2,0.4,1985-86,l/lohaubr01
22,IOWA,35,943,149,276,25,72,72,104,,268,63,17,37,59,68,395,.540,.347,.692,26.9,11.3,7.7,1.8,1986-87,l/lohaubr01
,,115,1976,280,600,26,73,141,203,,526,114,46,68,135,181,727,.467,.356,.695,20.8,6.3,4.6,1.0,Career,l/lohaubr01
18,COLORADO,28,762,74,143,,,31,47,,59,99,41,4,47,79,179,.517,,.660,27.2,6.4,2.1,3.5,1980-81,h/humphja01
19,COLORADO,27,948,113,242,,,53,83,,71,116,52,7,64,86,279,.467,,.639,35.1,10.3,2.6,4.3,1981-82,h/humphja01
20,COLORADO,28,1034,170,339,,,60,95,,91,174,115,6,85,98,400,.501,,.632,36.9,14.3,3.3,6.2,1982-83,h/humphja01
21,COLORADO,29,1120,170,334,,,108,137,,94,173,101,3,90,87,448,.509,,.788,38.6,15.4,3.2,6.0,1983-84,h/humphja01
,,112,3864,527,1058,,,252,362,,315,562,309,20,286,350,1306,.498,,.696,34.5,11.7,2.8,5.0,Career,h/humphja01
18,SETONHALL,30,979,206,480,41,128,80,109,,323,49,26,133,67,71,533,.429,.320,.734,32.6,17.8,10.8,1.6,2000-01,g/griffed01
,,30,979,206,480,41,128,80,109,,323,49,26,133,67,71,533,.429,.320,.734,32.6,17.8,10.8,1.6,Career,g/griffed01
18,BYU,30,,243,473,,,146,169,,173,158,,,,,632,.514,,.864,,21.1,5.8,5.3,1977-78,a/aingeda01
19,BYU,27,922,206,376,,,86,112,,102,122,,,,,498,.548,,.768,34.1,18.4,3.8,4.5,1978-79,a/aingeda01
20,BYU,29,984,229,430,,,97,124,,114,132,,,,,555,.533,,.782,33.9,19.1,3.9,4.6,1979-80,a/aingeda01
21,BYU,32,1212,309,596,,,164,199,,152,127,,,,,782,.518,,.824,37.9,24.4,4.8,4.0,1980-81,a/aingeda01
,,118,3118,987,1875,,,493,604,,541,539,,,,,2467,.526,,.816,35.4,20.9,4.6,4.6,Career,a/aingeda01
20,TEMPLE,31,1118,164,303,,,139,195,,253,22,26,23,73,81,467,.541,,.713,36.1,15.1,8.2,0.7,1989-90,h/hodgedo01
21,TEMPLE,34,1187,147,275,,,101,141,,234,35,23,30,55,83,395,.535,,.716,34.9,11.6,6.9,1.0,1990-91,h/hodgedo01
,,65,2305,311,578,,,240,336,,487,57,49,53,128,164,862,.538,,.714,35.5,13.3,7.5,0.9,Career,h/hodgedo01
18,AUBURN,28,636,118,218,,,25,33,,128,37,13,6,37,57,261,.541,,.758,22.7,9.3,4.6,1.3,1982-83,p/persoch01
19,AUBURN,31,1079,255,470,,,83,114,,249,38,38,8,78,62,593,.543,,.728,34.8,19.1,8.0,1.2,1983-84,p/persoch01
20,AUBURN,34,1240,334,614,,,79,107,,303,69,42,18,80,78,747,.544,,.738,36.5,22.0,8.9,2.0,1984-85,p/persoch01
21,AUBURN,33,1178,310,597,,,90,112,,260,30,31,12,74,83,710,.519,,.804,35.7,21.5,7.9,0.9,1985-86,p/persoch01
,,126,4133,1017,1899,,,277,366,,940,174,124,44,269,280,2311,.536,,.757,32.8,18.3,7.5,1.4,Career,p/persoch01
18,VIRGINIA,31,,93,216,16,58,35,69,,123,46,30,28,,,237,.431,.276,.507,,7.6,4.0,1.5,2003-04,f/forbega01
19,VIRGINIA,29,,108,232,20,67,38,65,,118,25,18,19,,,274,.466,.299,.585,,9.4,4.1,0.9,2004-05,f/forbega01
21,UMASS,33,,151,354,32,98,96,150,,193,81,31,16,,,430,.427,.327,.640,,13.0,5.8,2.5,2006-07,f/forbega01
22,UMASS,36,,233,572,57,195,175,243,,270,109,41,25,113,,698,.407,.292,.720,,19.4,7.5,3.0,2007-08,f/forbega01
,,129,,585,1374,125,418,344,527,,704,261,120,88,113,,1639,.426,.299,.653,,12.7,5.5,2.0,Career,f/forbega01
19,LOUISVILLE,32,,71,148,10,27,37,62,,121,12,21,14,,,189,.480,.370,.597,,5.9,3.8,0.4,2006-07,c/clarkea01
20,LOUISVILLE,35,,146,307,15,66,83,127,,285,48,34,59,80,,390,.476,.227,.654,,11.1,8.1,1.4,2007-08,c/clarkea01
21,LOUISVILLE,37,,202,442,31,95,90,139,,322,119,38,51,119,,525,.457,.326,.647,,14.2,8.7,3.2,2008-09,c/clarkea01
,,104,,419,897,56,188,210,328,,728,179,93,124,199,,1104,.467,.298,.640,,10.6,7.0,1.7,Career,c/clarkea01
19,OHIOST,27,992,196,407,,,60,91,,308,32,,,,,452,.482,,.659,36.7,16.7,11.4,1.2,1977-78,w/willihe01
20,OHIOST,31,1212,253,483,,,111,166,,325,27,,,,,617,.524,,.669,39.1,19.9,10.5,0.9,1978-79,w/willihe01
21,OHIOST,29,1069,206,415,,,97,147,,263,21,,,,,509,.496,,.660,36.9,17.6,9.1,0.7,1979-80,w/willihe01
22,OHIOST,27,1020,179,368,,,75,109,,215,16,,,,,433,.486,,.688,37.8,16.0,8.0,0.6,1980-81,w/willihe01
,,114,4293,834,1673,,,343,513,,1111,96,,,,,2011,.499,,.669,37.7,17.6,9.7,0.8,Career,w/willihe01
19,PEPPERDINE,34,947,190,443,66,165,45,55,,108,50,64,8,61,83,491,.429,.400,.818,27.9,14.4,3.2,1.5,1999-00,a/armstbr01
20,PEPPERDINE,31,1027,240,537,76,198,128,155,,101,46,46,6,65,85,684,.447,.384,.826,33.1,22.1,3.3,1.5,2000-01,a/armstbr01
,,65,1974,430,980,142,363,173,210,,209,96,110,14,126,168,1175,.439,.391,.824,30.4,18.1,3.2,1.5,Career,a/armstbr01
19,JACKSONST,24,312,50,106,3,8,28,48,,23,43,,,,,131,.472,.375,.583,13.0,5.5,1.0,1.8,1991-92,l/lorthry01
20,JACKSONST,34,628,118,220,10,32,53,76,,83,64,,,,,299,.536,.313,.697,18.5,8.8,2.4,1.9,1992-93,l/lorthry01
21,JACKSONST,29,916,203,459,40,122,118,155,,120,122,,,,,564,.442,.328,.761,31.6,19.4,4.1,4.2,1993-94,l/lorthry01
,,87,1856,371,785,53,162,199,279,,226,229,,,,,994,.473,.327,.713,21.3,11.4,2.6,2.6,Career,l/lorthry01
18,ALABAMA,22,92,11,14,,,4,11,,18,,,,,,26,.786,,.364,4.2,1.2,0.8,,1988-89,w/webbma01
19,ALABAMA,29,323,47,90,,,26,40,,60,,,,,,120,.522,,.650,11.1,4.1,2.1,,1989-90,w/webbma01
20,ALABAMA,33,571,77,145,,,29,49,,159,,,,,,183,.531,,.592,17.3,5.5,4.8,,1990-91,w/webbma01
,,84,986,135,249,,,59,100,,237,,,,,,329,.542,,.590,11.7,3.9,2.8,,Career,w/webbma01
19,UNLV,32,1024,201,388,,,96,132,,354,,16,,131,99,498,.518,,.727,32.0,15.6,11.1,,1979-80,g/greensi02
20,UNLV,26,817,153,297,,,85,120,,284,,30,,81,88,391,.515,,.708,31.4,15.0,10.9,,1980-81,g/greensi02
21,UNLV,30,963,200,374,,,100,130,,270,,34,24,,97,500,.535,,.769,32.1,16.7,9.0,,1981-82,g/greensi02
22,UNLV,31,1120,269,491,4,12,142,203,,368,,38,43,86,103,684,.548,.333,.700,36.1,22.1,11.9,,1982-83,g/greensi02
,,119,3924,823,1550,4,12,423,585,,1276,,118,67,298,387,2073,.531,.333,.723,33.0,17.4,10.7,,Career,g/greensi02
18,MICHIGAN,33,354,28,89,13,43,7,14,6,36,25,6,2,10,39,76,.315,.302,.500,10.7,2.3,1.1,0.8,2012-13,l/leverca01
19,MICHIGAN,37,1258,163,371,60,147,92,120,19,160,109,44,10,62,63,478,.439,.408,.767,34.0,12.9,4.3,2.9,2013-14,l/leverca01
20,MICHIGAN,18,645,93,221,32,79,51,63,5,88,67,32,7,39,31,269,.421,.405,.810,35.8,14.9,4.9,3.7,2014-15,l/leverca01
21,MICHIGAN,15,464,82,162,29,65,54,68,9,80,74,15,3,25,18,247,.506,.446,.794,30.9,16.5,5.3,4.9,2015-16,l/leverca01
,,103,2721,366,843,134,334,204,265,39,364,275,97,22,136,151,1070,.434,.401,.770,26.4,10.4,3.5,2.7,Career,l/leverca01
19,IOWA,22,352,48,109,1,3,34,46,,78,24,11,50,35,48,131,.440,.333,.739,16.0,6.0,3.5,1.1,1989-90,e/earlac01
20,IOWA,32,920,179,356,1,1,161,242,,213,48,29,106,115,95,520,.503,1.000,.665,28.8,16.3,6.7,1.5,1990-91,e/earlac01
21,IOWA,30,940,212,398,,,162,243,,234,27,30,121,84,69,586,.533,,.667,31.3,19.5,7.8,0.9,1991-92,e/earlac01
22,IOWA,32,992,203,402,0,2,136,194,,286,40,41,81,100,69,542,.505,.000,.701,31.0,16.9,8.9,1.3,1992-93,e/earlac01
,,116,3204,642,1265,2,6,493,725,,811,139,111,358,334,281,1779,.508,.333,.680,27.6,15.3,7.0,1.2,Career,e/earlac01
20,WYOMING,28,659,97,170,0,0,55,91,,178,13,7,81,,,249,.571,,.604,23.5,8.9,6.4,0.5,2004-05,w/williju01
21,WYOMING,30,900,121,235,0,1,92,165,,329,21,18,163,,,334,.515,.000,.558,30.0,11.1,11.0,0.7,2005-06,w/williju01
,,58,1559,218,405,0,1,147,256,,507,34,25,244,,,583,.538,.000,.574,26.9,10.1,8.7,0.6,Career,w/williju01
20,ALABAMA,31,913,136,268,1,3,62,84,,248,20,,,,,335,.507,.333,.738,29.5,10.8,8.0,0.6,1988-89,b/benoida01
21,ALABAMA,35,920,156,303,9,20,46,60,,212,29,,,,,367,.515,.450,.767,26.3,10.5,6.1,0.8,1989-90,b/benoida01
,,66,1833,292,571,10,23,108,144,,460,49,,,,,702,.511,.435,.750,27.8,10.6,7.0,0.7,Career,b/benoida01
19,UNC,31,555,91,185,19,55,31,45,,119,40,20,18,36,57,232,.492,.345,.689,17.9,7.5,3.8,1.3,1995-96,c/cartevi01
20,UNC,34,937,166,316,36,107,75,100,,152,83,49,26,47,72,443,.525,.336,.750,27.6,13.0,4.5,2.4,1996-97,c/cartevi01
21,UNC,38,,224,379,44,107,100,147,,195,74,45,36,,,592,.591,.411,.680,,15.6,5.1,1.9,1997-98,c/cartevi01
,,103,1492,481,880,99,269,206,292,,466,197,114,80,83,129,1267,.547,.368,.705,23.0,12.3,4.5,1.9,Career,c/cartevi01
18,GEORGETOWN,28,349,63,129,,,12,20,,89,10,,,,,138,.488,,.600,12.5,4.9,3.2,0.4,1987-88,t/tuckean01
20,WAKE,28,846,143,311,4,13,74,112,,177,177,,,,,364,.460,.308,.661,30.2,13.0,6.3,6.3,1989-90,t/tuckean01
21,WAKE,29,838,134,245,4,12,59,88,,147,147,,,,,331,.547,.333,.670,28.9,11.4,5.1,5.1,1990-91,t/tuckean01
22,WAKE,28,862,143,308,0,7,62,96,,121,121,,,,,348,.464,.000,.646,30.8,12.4,4.3,4.3,1991-92,t/tuckean01
,,113,2895,483,993,8,32,207,316,,534,455,,,,,1181,.486,.250,.655,25.6,10.5,4.7,4.0,Career,t/tuckean01
19,UCLA,39,1151,134,249,5,38,81,112,,318,52,44,22,,,354,.538,.132,.723,29.5,9.1,8.2,1.3,2005-06,m/mbahalu01
20,UCLA,35,1046,116,236,10,30,45,79,,259,65,59,29,,,287,.492,.333,.570,29.9,8.2,7.4,1.9,2006-07,m/mbahalu01
21,UCLA,33,958,117,245,5,25,51,74,,198,51,34,15,62,,290,.478,.200,.689,29.0,8.8,6.0,1.5,2007-08,m/mbahalu01
,,107,3155,367,730,20,93,177,265,,775,168,137,66,62,,931,.503,.215,.668,29.5,8.7,7.2,1.6,Career,m/mbahalu01
19,ARIZONA,31,446,49,108,25,65,56,68,,37,69,,,,,179,.454,.385,.824,14.4,5.8,1.2,2.2,1988-89,o/othicma01
20,ARIZONA,32,824,72,178,47,128,86,110,,68,141,,,,,277,.404,.367,.782,25.8,8.7,2.1,4.4,1989-90,o/othicma01
21,ARIZONA,35,935,74,193,48,134,77,98,,84,182,,,,,273,.383,.358,.786,26.7,7.8,2.4,5.2,1990-91,o/othicma01
22,ARIZONA,31,936,103,221,71,158,49,74,,77,160,,,,,326,.466,.449,.662,30.2,10.5,2.5,5.2,1991-92,o/othicma01
,,129,3141,298,700,191,485,268,350,,266,552,,,,,1055,.426,.394,.766,24.3,8.2,2.1,4.3,Career,o/othicma01
19,CALIFORNIA,28,972,206,398,8,21,170,249,,236,29,52,35,87,58,590,.518,.381,.683,34.7,21.1,8.4,1.0,1995-96,a/abdursh01
,,28,972,206,398,8,21,170,249,,236,29,52,35,87,58,590,.518,.381,.683,34.7,21.1,8.4,1.0,Career,a/abdursh01
19,HAMPTON,33,973,154,336,46,124,78,104,,152,68,36,23,,,432,.458,.371,.750,29.5,13.1,4.6,2.1,2001-02,g/greende01
20,HAMPTON,30,890,155,347,38,124,99,134,,159,72,38,18,,,447,.447,.306,.739,29.7,14.9,5.3,2.4,2002-03,g/greende01
21,HAMPTON,30,998,154,345,39,111,109,147,,228,70,38,10,,,456,.446,.351,.741,33.3,15.2,7.6,2.3,2003-04,g/greende01
22,HAMPTON,30,974,149,327,25,68,99,138,,228,65,56,17,,,422,.456,.368,.717,32.5,14.1,7.6,2.2,2004-05,g/greende01
,,123,3835,612,1355,148,427,385,523,,767,275,168,68,,,1757,.452,.347,.736,31.2,14.3,6.2,2.2,Career,g/greende01
19,GATECH,32,1003,158,351,36,101,108,138,,119,184,65,2,,,460,.450,.356,.783,31.3,14.4,3.7,5.8,2006-07,c/crittja01
,,32,1003,158,351,36,101,108,138,,119,184,65,2,,,460,.450,.356,.783,31.3,14.4,3.7,5.8,Career,c/crittja01
19,VIRGINIA,29,866,101,262,34,106,69,89,,88,113,48,2,,,305,.385,.321,.775,29.9,10.5,3.0,3.9,2004-05,s/singlse01
20,VIRGINIA,29,982,168,420,51,147,125,148,,128,121,54,3,,,512,.400,.347,.845,33.9,17.7,4.4,4.2,2005-06,s/singlse01
21,VIRGINIA,32,1064,170,425,79,203,190,218,,147,151,38,1,,,609,.400,.389,.872,33.3,19.0,4.6,4.7,2006-07,s/singlse01
22,VIRGINIA,33,1122,203,476,58,158,189,222,,127,202,60,1,128,,653,.426,.367,.851,34.0,19.8,3.8,6.1,2007-08,s/singlse01
,,123,4034,642,1583,222,614,573,677,,490,587,200,7,128,,2079,.406,.362,.846,32.8,16.9,4.0,4.8,Career,s/singlse01
22,NMEXICO,35,1175,193,439,39,108,130,199,74,324,160,44,15,104,68,555,.440,.361,.653,33.6,15.9,9.3,4.6,2009-10,h/hobsoda01
,,35,1175,193,439,39,108,130,199,74,324,160,44,15,104,68,555,.440,.361,.653,33.6,15.9,9.3,4.6,Career,h/hobsoda01
18,ARKANSAS,33,467,34,84,,,18,32,,67,7,9,23,30,73,86,.405,,.563,14.2,2.6,2.0,0.2,1984-85,l/langan01
19,ARKANSAS,26,694,88,189,,,37,61,,168,13,15,65,41,103,213,.466,,.607,26.7,8.2,6.5,0.5,1985-86,l/langan01
20,ARKANSAS,32,722,102,204,,,56,87,,240,11,15,85,45,93,260,.500,,.644,22.6,8.1,7.5,0.3,1986-87,l/langan01
21,ARKANSAS,30,743,126,239,,,27,60,,218,10,13,79,50,87,279,.527,,.450,24.8,9.3,7.3,0.3,1987-88,l/langan01
,,121,2626,350,716,,,138,240,,693,41,52,252,166,356,838,.489,,.575,21.7,6.9,5.7,0.3,Career,l/langan01
20,CORNELL,22,,63,114,0,0,47,82,,138,33,8,30,32,,173,.553,,.573,,7.9,6.3,1.5,2007-08,f/footeje01
21,CORNELL,31,,139,262,0,0,89,141,,222,70,12,64,61,,367,.531,,.631,,11.8,7.2,2.3,2008-09,f/footeje01
22,CORNELL,34,949,165,264,0,0,87,147,77,274,79,18,63,84,81,417,.625,,.592,27.9,12.3,8.1,2.3,2009-10,f/footeje01
,,87,949,367,640,0,0,223,370,77,634,182,38,157,177,81,957,.573,,.603,27.9,11.0,7.3,2.1,Career,f/footeje01
19,CHARLESTON,33,,167,358,73,173,27,31,,83,69,33,6,55,,434,.466,.422,.871,,13.2,2.5,2.1,2007-08,g/goudean01
20,CHARLESTON,36,,221,481,95,216,65,75,,90,67,26,11,69,,602,.459,.440,.867,,16.7,2.5,1.9,2008-09,g/goudean01
21,CHARLESTON,34,1210,250,554,97,247,61,74,25,148,131,38,13,68,58,658,.451,.393,.824,35.6,19.4,4.4,3.9,2009-10,g/goudean01
22,CHARLESTON,37,1302,318,699,131,322,110,134,25,143,157,33,7,119,66,877,.455,.407,.821,35.2,23.7,3.9,4.2,2010-11,g/goudean01
,,140,2512,956,2092,396,958,263,314,50,464,424,130,37,311,124,2571,.457,.413,.838,35.4,18.4,3.3,3.0,Career,g/goudean01
19,USC,28,446,43,110,,,28,42,,101,3,,,,,114,.391,,.667,15.9,4.1,3.6,0.1,1986-87,m/munkch01
20,USC,22,604,78,136,,,49,72,,148,6,,,,,205,.574,,.681,27.5,9.3,6.7,0.3,1987-88,m/munkch01
21,USC,32,725,58,132,,,36,62,,184,11,,,,,152,.439,,.581,22.7,4.8,5.8,0.3,1988-89,m/munkch01
22,USC,28,889,77,174,,,73,90,,226,10,,,,,227,.443,,.811,31.8,8.1,8.1,0.4,1989-90,m/munkch01
,,110,2664,256,552,,,186,266,,659,30,,,,,698,.464,,.699,24.2,6.3,6.0,0.3,Career,m/munkch01
19,WYOMING,33,590,49,106,3,9,35,43,42,131,13,25,19,28,57,136,.462,.333,.814,17.9,4.1,4.0,0.4,2011-12,n/nancela02
20,WYOMING,33,1057,129,242,10,29,84,112,64,228,41,42,24,51,85,352,.533,.345,.750,32.0,10.7,6.9,1.2,2012-13,n/nancela02
21,WYOMING,26,902,147,270,9,37,97,128,35,224,42,37,55,44,73,400,.544,.243,.758,34.7,15.4,8.6,1.6,2013-14,n/nancela02
22,WYOMING,31,1082,185,360,14,42,114,145,44,224,76,37,37,70,69,498,.514,.333,.786,34.9,16.1,7.2,2.5,2014-15,n/nancela02
,,123,3631,510,978,36,117,330,428,185,807,172,141,135,193,284,1386,.521,.308,.771,29.5,11.3,6.6,1.4,Career,n/nancela02
18,TULSA,28,,153,359,75,184,89,119,,182,97,51,8,69,52,470,.426,.408,.748,,16.8,6.5,3.5,1993-94,s/sealssh01
19,TULSA,32,,182,468,80,238,157,198,,222,127,52,10,93,63,601,.389,.336,.793,,18.8,6.9,4.0,1994-95,s/sealssh01
20,TULSA,30,,161,425,59,201,131,201,,172,66,55,12,71,71,512,.379,.294,.652,,17.1,5.7,2.2,1995-96,s/sealssh01
21,TULSA,34,1114,231,586,85,282,158,244,,201,98,64,5,107,67,705,.394,.301,.648,32.8,20.7,5.9,2.9,1996-97,s/sealssh01
,,124,1114,727,1838,299,905,535,762,,777,388,222,35,340,253,2288,.396,.330,.702,32.8,18.5,6.3,3.1,Career,s/sealssh01
18,DUKE,34,1157,179,427,73,206,61,89,,143,220,81,6,139,86,492,.419,.354,.685,34.0,14.5,4.2,6.5,1999-00,w/willija03
19,DUKE,39,1240,285,603,132,309,139,211,,128,237,78,5,154,87,841,.473,.427,.659,31.8,21.6,3.3,6.1,2000-01,w/willija03
20,DUKE,35,1175,249,545,108,282,140,207,,124,187,76,3,131,80,746,.457,.383,.676,33.6,21.3,3.5,5.3,2001-02,w/willija03
,,108,3572,713,1575,313,797,340,507,,395,644,235,14,424,253,2079,.453,.393,.671,33.1,19.3,3.7,6.0,Career,w/willija03
18,LOUISVILLE,39,1194,210,379,,,90,132,,318,78,50,92,60,117,510,.554,,.682,30.6,13.1,8.2,2.0,1985-86,e/ellispe01
19,LOUISVILLE,31,952,185,347,,,100,139,,270,56,36,82,96,96,470,.533,,.719,30.7,15.2,8.7,1.8,1986-87,e/ellispe01
20,LOUISVILLE,35,1175,235,391,1,2,146,211,,291,108,46,102,73,103,617,.601,.500,.692,33.6,17.6,8.3,3.1,1987-88,e/ellispe01
21,LOUISVILLE,31,1014,227,369,0,1,92,141,,270,78,39,98,85,98,546,.615,.000,.652,32.7,17.6,8.7,2.5,1988-89,e/ellispe01
,,136,4335,857,1486,1,3,428,623,,1149,320,171,374,314,414,2143,.577,.333,.687,31.9,15.8,8.4,2.4,Career,e/ellispe01
18,OKLAHOMA,33,1138,338,583,,,134,211,,341,25,33,82,74,94,810,.580,,.635,34.5,24.5,10.3,0.8,1982-83,t/tisdawa01
19,OKLAHOMA,34,1232,369,639,,,181,283,,329,25,27,75,67,106,919,.577,,.640,36.2,27.0,9.7,0.7,1983-84,t/tisdawa01
20,OKLAHOMA,37,1283,370,640,,,192,273,,378,47,32,52,73,112,932,.578,,.703,34.7,25.2,10.2,1.3,1984-85,t/tisdawa01
,,104,3653,1077,1862,,,507,767,,1048,97,92,209,214,312,2661,.578,,.661,35.1,25.6,10.1,0.9,Career,t/tisdawa01
18,CREIGHTON,27,871,162,292,,,76,116,,259,28,12,92,79,71,400,.555,,.655,32.3,14.8,9.6,1.0,1982-83,b/benjabe01
19,CREIGHTON,30,1112,190,350,,,107,144,,295,55,21,157,72,93,487,.543,,.743,37.1,16.2,9.8,1.8,1983-84,b/benjabe01
20,CREIGHTON,32,1193,258,443,,,172,233,,451,68,27,162,88,100,688,.582,,.738,37.3,21.5,14.1,2.1,1984-85,b/benjabe01
,,89,3176,610,1085,,,355,493,,1005,151,60,411,239,264,1575,.562,,.720,35.7,17.7,11.3,1.7,Career,b/benjabe01
18,WASHST,27,,38,130,28,91,2,6,,37,14,9,2,,,106,.292,.308,.333,,3.9,1.4,0.5,2004-05,a/akognjo01
19,WASHST,28,,99,242,55,148,35,44,,69,43,19,6,,,288,.409,.372,.795,,10.3,2.5,1.5,2005-06,a/akognjo01
21,CALSTFULL,32,,212,472,116,295,107,119,,107,48,44,4,55,,647,.449,.393,.899,,20.2,3.3,1.5,2007-08,a/akognjo01
22,CALSTFULL,32,,248,618,136,366,132,148,,101,51,32,1,84,,764,.401,.372,.892,,23.9,3.2,1.6,2008-09,a/akognjo01
,,119,,597,1462,335,900,276,317,,314,156,104,13,139,,1805,.408,.372,.871,,15.2,2.6,1.3,Career,a/akognjo01
19,VILLANOVA,32,681,66,170,,,11,24,,143,,,,,,143,.388,,.458,21.3,4.5,4.5,,1982-83,p/pressha01
20,VILLANOVA,31,1126,156,303,,,78,118,,221,,,,,,390,.515,,.661,36.3,12.6,7.1,,1983-84,p/pressha01
21,VILLANOVA,35,1191,166,340,,,87,135,,278,,,,,,419,.488,,.644,34.0,12.0,7.9,,1984-85,p/pressha01
22,VILLANOVA,37,1288,224,442,,,172,224,,374,,,,,,620,.507,,.768,34.8,16.8,10.1,,1985-86,p/pressha01
,,135,4286,612,1255,,,348,501,,1016,,,,,,1572,.488,,.695,31.7,11.6,7.5,,Career,p/pressha01
18,UCLA,32,586,59,125,14,41,47,59,,67,88,41,1,41,50,179,.472,.341,.797,18.3,5.6,2.1,2.8,1991-92,e/edneyty01
19,UCLA,33,1207,142,294,34,82,132,157,,117,186,63,4,115,78,450,.483,.415,.841,36.6,13.6,3.5,5.6,1992-93,e/edneyty01
20,UCLA,28,891,137,294,24,64,132,161,,96,162,46,7,90,65,430,.466,.375,.820,31.8,15.4,3.4,5.8,1993-94,e/edneyty01
21,UCLA,32,976,146,294,25,66,139,182,,99,216,74,6,92,81,456,.497,.379,.764,30.5,14.3,3.1,6.8,1994-95,e/edneyty01
,,125,3660,484,1007,97,253,450,559,,379,652,224,18,338,274,1515,.481,.383,.805,29.3,12.1,3.0,5.2,Career,e/edneyty01
18,MISSOURI,28,557,57,153,32,99,26,29,,58,24,14,2,,,172,.373,.323,.897,19.9,6.1,2.1,0.9,2003-04,g/gardnth01
19,MISSOURI,33,927,121,333,53,196,49,59,,87,66,22,1,,,344,.363,.270,.831,28.1,10.4,2.6,2.0,2004-05,g/gardnth01
20,MISSOURI,28,957,186,434,94,237,85,118,,90,45,27,0,,,551,.429,.397,.720,34.2,19.7,3.2,1.6,2005-06,g/gardnth01
,,89,2441,364,920,179,532,160,206,,235,135,63,3,,,1067,.396,.336,.777,27.4,12.0,2.6,1.5,Career,g/gardnth01
19,INDIANA,34,1258,101,190,,,39,53,,90,154,,,,,241,.532,,.736,37.0,7.1,2.6,4.5,1978-79,w/wittmra01
20,INDIANA,5,145,13,28,,,3,4,,7,12,8,0,6,5,29,.464,,.750,29.0,5.8,1.4,2.4,1979-80,w/wittmra01
21,INDIANA,35,1190,155,286,,,53,69,,79,77,27,4,39,63,363,.542,,.768,34.0,10.4,2.3,2.2,1980-81,w/wittmra01
22,INDIANA,29,986,144,299,,,59,78,,94,102,31,5,43,56,347,.482,,.756,34.0,12.0,3.2,3.5,1981-82,w/wittmra01
23,INDIANA,30,1110,236,435,8,18,89,108,,135,87,31,4,48,54,569,.543,.444,.824,37.0,19.0,4.5,2.9,1982-83,w/wittmra01
,,133,4689,649,1238,8,18,243,312,,405,432,97,13,136,178,1549,.524,.444,.779,35.3,11.6,3.0,3.2,Career,w/wittmra01
18,SYRACUSE,35,1274,277,612,56,166,168,238,,349,77,55,30,77,77,778,.453,.337,.706,36.4,22.2,10.0,2.2,2002-03,a/anthoca01
,,35,1274,277,612,56,166,168,238,,349,77,55,30,77,77,778,.453,.337,.706,36.4,22.2,10.0,2.2,Career,a/anthoca01
18,KANSASST,29,,127,269,,,61,93,,187,45,,,,,315,.472,,.656,,10.9,6.4,1.6,1977-78,b/blackro01
19,KANSASST,28,,200,392,,,83,113,,110,79,,,,,483,.510,,.735,,17.3,3.9,2.8,1978-79,b/blackro01
20,KANSASST,31,,226,419,,,100,145,,145,97,,,,,552,.539,,.690,,17.8,4.7,3.1,1979-80,b/blackro01
21,KANSASST,33,,202,380,,,90,115,,165,102,,,,,494,.532,,.783,,15.0,5.0,3.1,1980-81,b/blackro01
,,121,,755,1460,,,334,466,,607,323,,,,,1844,.517,,.717,,15.2,5.0,2.7,Career,b/blackro01
19,MURRAYST,29,918,128,271,,,83,123,,157,33,20,26,58,53,339,.472,,.675,31.7,11.7,5.4,1.1,1985-86,m/martije01
20,MURRAYST,28,1041,228,436,15,37,123,158,,158,39,34,41,71,73,594,.523,.405,.778,37.2,21.2,5.6,1.4,1986-87,m/martije01
21,MURRAYST,31,1162,304,545,17,48,181,231,,204,69,34,30,77,80,806,.558,.354,.784,37.5,26.0,6.6,2.2,1987-88,m/martije01
